time,variable,value
1725076259.470872565,total_needed,0.0
1725076259.470872565,error,0
1725076259.470872565,control_signal,0.0
1725076261.550143210,total_needed,0.0
1725076261.550143210,error,0
1725076261.550143210,control_signal,0.0
1725076263.616666090,total_needed,0.0
1725076263.616666090,error,0
1725076263.616666090,control_signal,0.0
1725076265.684394381,total_needed,0.0
1725076265.684394381,error,0
1725076265.684394381,control_signal,0.0
1725076267.751665342,total_needed,0.0
1725076267.751665342,error,0
1725076267.751665342,control_signal,0.0
1725076269.818514292,total_needed,0.0
1725076269.818514292,error,0
1725076269.818514292,control_signal,0.0
1725076271.907511438,total_needed,0.0
1725076271.907511438,error,0
1725076271.907511438,control_signal,0.0
1725076273.995338604,total_needed,0.0
1725076273.995338604,error,0
1725076273.995338604,control_signal,0.0
1725076276.76759016,total_needed,0.0
1725076276.76759016,error,0
1725076276.76759016,control_signal,0.0
1725076278.162781212,total_needed,0.0
1725076278.162781212,error,0
1725076278.162781212,control_signal,0.0
1725076280.246937861,total_needed,0.0
1725076280.246937861,error,0
1725076280.246937861,control_signal,0.0
1725076282.335909939,total_needed,12.0
1725076282.335909939,error,308.0
1725076282.335909939,control_signal,770.0
1725076284.423865213,total_needed,38.0
1725076284.423865213,error,1164.0
1725076284.423865213,control_signal,2448.0
1725076286.574892893,total_needed,81.0
1725076286.574892893,error,2782.0
1725076286.574892893,control_signal,5209.0
1725076288.652011571,total_needed,75.0
1725076288.652011571,error,3611.0
1725076288.652011571,control_signal,4854.5
1725076290.734214166,total_needed,73.0
1725076290.734214166,error,4049.0
1725076290.734214166,control_signal,4706.0
1725076292.817975616,total_needed,85.0
1725076292.817975616,error,4614.0
1725076292.817975616,control_signal,5461.5
1725076294.898943155,total_needed,96.0
1725076294.898943155,error,5231.0
1725076294.898943155,control_signal,6156.5
1725076296.969264432,total_needed,102.0
1725076296.969264432,error,5770.0
1725076296.969264432,control_signal,6578.5
1725076299.54809704,total_needed,106.0
1725076299.54809704,error,6185.0
1725076299.54809704,control_signal,6807.5
1725076301.139814550,total_needed,95.0
1725076301.139814550,error,6153.0
1725076301.139814550,control_signal,6105.0
1725076303.211375006,total_needed,80.0
1725076303.211375006,error,5742.0
1725076303.211375006,control_signal,5125.5
1725076305.291804895,total_needed,82.0
1725076305.291804895,error,5556.0
1725076305.291804895,control_signal,5277.0
1725076307.381464614,total_needed,76.0
1725076307.381464614,error,5295.0
1725076307.381464614,control_signal,4903.5
1725076309.448273461,total_needed,74.0
1725076309.448273461,error,5083.0
1725076309.448273461,control_signal,4765.0
1725076311.519971881,total_needed,69.0
1725076311.519971881,error,4840.0
1725076311.519971881,control_signal,4475.5
1725076313.604815596,total_needed,62.0
1725076313.604815596,error,4494.0
1725076313.604815596,control_signal,3975.0
1725076315.673344169,total_needed,47.0
1725076315.673344169,error,3911.0
1725076315.673344169,control_signal,3036.5
1725076317.758767517,total_needed,42.0
1725076317.758767517,error,3438.0
1725076317.758767517,control_signal,2728.5
1725076319.821784535,total_needed,36.0
1725076319.821784535,error,3005.0
1725076319.821784535,control_signal,2355.5
1725076321.901736120,total_needed,21.0
1725076321.901736120,error,2366.0
1725076321.901736120,control_signal,1407.5
1725076323.963240936,total_needed,21.0
1725076323.963240936,error,1959.0
1725076323.963240936,control_signal,1348.5
1725076326.55862767,total_needed,17.0
1725076326.55862767,error,1636.0
1725076326.55862767,control_signal,1151.5
1725076328.137142156,total_needed,10.0
1725076328.137142156,error,1257.0
1725076328.137142156,control_signal,688.5
1725076330.232096790,total_needed,11.0
1725076330.232096790,error,1039.0
1725076330.232096790,control_signal,712.0
1725076332.312765136,total_needed,12.0
1725076332.312765136,error,950.0
1725076332.312765136,control_signal,816.5
1725076334.396267538,total_needed,11.0
1725076334.396267538,error,873.0
1725076334.396267538,control_signal,757.5
1725076336.465924966,total_needed,9.0
1725076336.465924966,error,774.0
1725076336.465924966,control_signal,625.5
1725076338.534774911,total_needed,8.0
1725076338.534774911,error,670.0
1725076338.534774911,control_signal,514.0
1725076340.615307043,total_needed,7.0
1725076340.615307043,error,586.0
1725076340.615307043,control_signal,460.0
1725076342.711464097,total_needed,2.0
1725076342.711464097,error,427.0
1725076342.711464097,control_signal,188.5
1725076344.799573590,total_needed,0.0
1725076344.799573590,error,267.0
1725076344.799573590,control_signal,27.0
1725076346.900482518,total_needed,-3.0
1725076346.900482518,error,99.0
1725076346.900482518,control_signal,-153.0
1725076349.1487461,total_needed,-3.0
1725076349.1487461,error,0.0
1725076349.1487461,control_signal,-148.5
1725076351.99365662,total_needed,0.0
1725076351.99365662,error,0.0
1725076351.99365662,control_signal,0.0
1725076353.199889706,total_needed,0.0
1725076353.199889706,error,0.0
1725076353.199889706,control_signal,0.0
