time,value
1718639881.0341105,72.95718076218625
1718639881.0341105,75.00250325866322
1718639882.0340862,78.56286561112609
1718639882.0340862,76.33884067021557
1718639883.0340638,78.19893070028294
1718639883.0340638,77.68074647411629
1718639884.034107,78.84291947326984
1718639884.034107,77.5305024195015
1718639885.0340652,78.91841906477264
1718639885.0340652,76.65392127460598
1718639886.034078,76.54391973120053
1718639886.034078,78.08863424048968
1718639887.0340877,77.69125663550786
1718639887.0340877,77.1670317966861
1718639888.0340958,77.61598405124579
1718639888.0340958,77.00437497059688
1718639889.034085,78.69514767862003
1718639889.034085,78.17085497941945
1718639890.034108,78.96577376388814
1718639890.034108,77.64290012830573
1718639891.0341046,77.43589097745506
1718639891.0341046,77.94428257348886
1718639892.0340886,77.14916430766273
1718639892.0340886,76.49371760895745
1718639893.0340326,78.75978891350863
1718639893.0340326,78.41622568445025
1718639894.0341015,78.83582822532662
1718639894.0341015,78.1021522034427
1718639895.0340905,77.58067493873686
1718639895.0340905,77.7252911872597
1718639896.0340924,77.80323843636158
1718639896.0340924,77.79576861526422
1718639897.0340865,78.18155151009535
1718639897.0340865,77.86274623128172
1718639898.0341012,77.19447279544546
1718639898.0341012,76.93669301124642
1718639899.0341077,78.72824623827067
1718639899.0341077,78.58111413410903
1718639900.0340939,76.38710019244563
1718639900.0340939,78.68903801456104
1718639901.0340445,78.32351218429383
1718639901.0340445,76.71383543470489
1718639902.0340424,44.86052733858844
1718639902.0340424,43.19203117391519
