time,value
1718639887.2588577,1.0
1718639887.2795203,1.0
1718639887.3000891,1.0
1718639887.3206887,1.0
1718639887.3413165,1.0
1718639887.3618956,1.0
1718639887.3825142,1.0
1718639887.403084,1.0
1718639887.4237008,1.0
1718639887.4442809,1.0
1718639887.464878,1.0
1718639887.485557,1.0
1718639887.5062077,1.0
1718639887.5267928,1.0
1718639887.5474243,1.0
1718639887.568017,1.0
1718639887.5886416,1.0
1718639887.6096008,1.0
1718639887.6302075,1.0
1718639887.650811,1.0
1718639887.6717062,1.0
1718639887.6922843,1.0
1718639887.7129269,1.0
1718639887.7335033,1.0
1718639887.75433,1.0
1718639887.774878,1.0
1718639887.7954862,1.0
1718639887.816103,1.0
1718639887.8367069,1.0
1718639887.8573046,1.0
1718639887.8779361,1.0
1718639887.8985395,1.0
1718639887.9191394,1.0
1718639887.9399428,1.0
1718639887.9605873,1.0
1718639887.9811752,1.0
1718639888.0017738,1.0
1718639888.0223923,1.0
1718639888.0439126,1.0
1718639888.0644825,1.0
1718639888.0860682,1.0
1718639888.1066086,1.0
1718639888.1294453,1.0
1718639888.1499383,1.0
1718639888.1726456,1.0
1718639888.1931608,1.0
1718639888.2137733,1.0
1718639888.2343905,1.0
1718639888.254981,1.0
1718639888.2757213,1.0
1718639888.2963123,1.0
1718639888.3169043,1.0
1718639888.3375227,1.0
1718639888.3581295,1.0
1718639888.3786893,1.0
1718639888.399269,1.0
1718639888.419877,1.0
1718639888.4405174,1.0
1718639888.4611144,1.0
1718639888.4818227,1.0
1718639888.5024605,1.0
1718639888.5230446,1.0
1718639888.5436578,1.0
1718639888.5642583,1.0
1718639888.5848637,1.0
1718639888.6256318,1.0
1718639888.6457226,1.0
1718639888.6671727,1.0
1718639888.6885202,1.0
1718639888.709335,1.0
1718639888.730187,1.0
1718639888.7512639,1.0
1718639888.7720501,1.0
1718639888.7928598,1.0
1718639888.8136182,1.0
1718639888.8343961,1.0
1718639888.8551562,1.0
1718639888.8760054,1.0
1718639888.8967674,1.0
1718639888.9175599,1.0
1718639888.9383266,1.0
1718639888.9591353,1.0
1718639888.9799938,1.0
1718639889.0007613,1.0
1718639889.0215106,1.0
1718639889.0433912,1.0
1718639889.0641415,1.0
1718639889.0858982,1.0
1718639889.1067019,1.0
1718639889.1299438,1.0
1718639889.1507287,1.0
1718639889.173089,1.0
1718639889.1937928,1.0
1718639889.2145908,1.0
1718639889.2353969,1.0
1718639889.2561698,1.0
1718639889.2770329,1.0
1718639889.2977624,1.0
1718639889.3185563,1.0
1718639889.3393347,1.0
1718639889.3601434,1.0
1718639889.3809047,1.0
1718639889.4016514,1.0
1718639889.422448,1.0
1718639889.4431968,1.0
1718639889.4639447,1.0
1718639889.484804,1.0
1718639889.5055568,1.0
1718639889.5263515,1.0
1718639889.5471225,1.0
1718639889.5678806,1.0
1718639889.5886557,1.0
1718639889.609623,1.0
1718639889.630318,1.0
1718639889.6511188,1.0
1718639889.6719587,1.0
1718639889.692928,1.0
1718639889.7137046,1.0
1718639889.734457,1.0
1718639889.7556436,1.0
1718639889.776448,1.0
1718639889.7971914,1.0
1718639889.8179944,1.0
1718639889.8387482,1.0
1718639889.859529,1.0
1718639889.880332,1.0
1718639889.9011052,1.0
1718639889.9218707,1.0
1718639889.9426568,1.0
1718639889.9634051,1.0
1718639889.9841866,1.0
1718639890.0049334,1.0
1718639890.0257685,1.0
1718639890.047546,1.0
1718639890.0683162,1.0
1718639890.090092,1.0
1718639890.110831,1.0
1718639890.1341925,1.0
1718639890.1548629,1.0
1718639890.177226,1.0
1718639890.198054,1.0
1718639890.2187848,1.0
1718639890.2395356,1.0
1718639890.260276,1.0
1718639890.2811391,1.0
1718639890.3019102,1.0
1718639890.3226995,1.0
1718639890.3434327,1.0
1718639890.3642063,1.0
1718639890.384956,1.0
1718639890.4057474,1.0
1718639890.4265249,1.0
1718639890.4473083,1.0
1718639890.4680595,1.0
1718639890.4889138,1.0
1718639890.5097024,1.0
1718639890.5305252,1.0
1718639890.5512662,1.0
1718639890.5720568,1.0
1718639890.5928164,1.0
1718639890.6313615,1.0
1718639890.6515257,1.0
1718639890.6731415,1.0
1718639890.693912,1.0
1718639890.7147193,1.0
1718639890.735485,1.0
1718639890.756848,1.0
1718639890.7775965,1.0
1718639890.7983856,1.0
1718639890.8191638,1.0
1718639890.839922,1.0
1718639890.8607135,1.0
1718639890.8814976,1.0
1718639890.9023075,1.0
1718639890.9230542,1.0
1718639890.943833,1.0
1718639890.9650671,1.0
1718639890.9858427,1.0
1718639891.0066411,1.0
1718639891.0275457,1.0
1718639891.0489392,1.0
1718639891.0696764,1.0
1718639891.0913932,1.0
1718639891.112163,1.0
1718639891.1356044,1.0
1718639891.1562982,1.0
1718639891.1787083,1.0
1718639891.1993196,1.0
1718639891.219863,1.0
1718639891.2404168,1.0
1718639891.260947,1.0
1718639891.281511,1.0
1718639891.3020535,1.0
1718639891.3227022,1.0
1718639891.343206,1.0
1718639891.3637552,1.0
1718639891.3842812,1.0
1718639891.404837,1.0
1718639891.4253516,1.0
1718639891.445891,1.0
1718639891.466426,1.0
1718639891.4870102,1.0
1718639891.5075567,1.0
1718639891.5280817,1.0
1718639891.548595,1.0
1718639891.5691204,1.0
1718639891.5896459,1.0
1718639891.610439,1.0
1718639891.6309397,1.0
1718639891.651576,1.0
1718639891.672097,1.0
1718639891.6928334,1.0
1718639891.7133667,1.0
1718639891.7339168,1.0
1718639891.754563,1.0
1718639891.7751071,1.0
1718639891.7956932,1.0
1718639891.816244,1.0
1718639891.8367805,1.0
1718639891.8572884,1.0
1718639891.8778806,1.0
1718639891.8986974,1.0
1718639891.919464,1.0
1718639891.9399836,1.0
1718639891.9605396,1.0
1718639891.9810681,1.0
1718639892.0016313,1.0
1718639892.0222309,1.0
1718639892.0434105,1.0
1718639892.0639486,1.0
1718639892.085478,1.0
1718639892.105999,1.0
1718639892.1365051,1.0
1718639892.1570199,1.0
1718639892.1798677,1.0
1718639892.200399,1.0
1718639892.2210014,1.0
1718639892.24155,1.0
1718639892.2621024,1.0
1718639892.2826695,1.0
1718639892.303218,1.0
1718639892.3237507,1.0
1718639892.344377,1.0
1718639892.3648336,1.0
1718639892.3854039,1.0
1718639892.4059446,1.0
1718639892.4264696,1.0
1718639892.4469936,1.0
1718639892.4675791,1.0
1718639892.4881704,1.0
1718639892.5087144,1.0
1718639892.5292525,1.0
1718639892.549834,1.0
1718639892.5703611,1.0
1718639892.5909128,1.0
1718639892.6185498,1.0
1718639892.648726,1.0
1718639892.6692293,1.0
1718639892.6905823,1.0
1718639892.7113853,1.0
1718639892.7321885,1.0
1718639892.7536454,1.0
1718639892.7744877,1.0
1718639892.7953424,1.0
1718639892.8161006,1.0
1718639892.8368883,1.0
1718639892.8576503,1.0
1718639892.8785248,1.0
1718639892.8992882,1.0
1718639892.9200442,1.0
1718639892.9408417,1.0
1718639892.9615955,1.0
1718639892.9827616,1.0
1718639893.0035253,1.0
1718639893.0243075,1.0
1718639893.0457413,1.0
1718639893.0665522,1.0
1718639893.0883243,1.0
1718639893.1091192,1.0
1718639893.1318235,1.0
1718639893.1524873,1.0
1718639893.1754637,1.0
1718639893.1961708,1.0
1718639893.2169847,1.0
1718639893.2377818,1.0
1718639893.2586763,1.0
1718639893.279479,1.0
1718639893.3002536,1.0
1718639893.3210378,1.0
1718639893.341816,1.0
1718639893.3626504,1.0
1718639893.3834274,1.0
1718639893.4042048,1.0
1718639893.4250176,1.0
1718639893.4457734,1.0
1718639893.4666073,1.0
1718639893.487507,1.0
1718639893.5082765,1.0
1718639893.529079,1.0
1718639893.5498548,1.0
1718639893.5706272,1.0
1718639893.5914006,1.0
1718639893.612183,1.0
1718639893.6330733,1.0
1718639893.6538482,1.0
1718639893.6746652,1.0
1718639893.6956916,1.0
1718639893.7164648,1.0
1718639893.7372339,1.0
1718639893.7583458,1.0
1718639893.779122,1.0
1718639893.7998924,1.0
1718639893.8206367,1.0
1718639893.8413825,1.0
1718639893.8621552,1.0
1718639893.8829374,1.0
1718639893.9036949,1.0
1718639893.924428,1.0
1718639893.9451869,1.0
1718639893.9659357,1.0
1718639893.9867327,1.0
1718639894.0074599,1.0
1718639894.0282226,1.0
1718639894.0497363,1.0
1718639894.0705779,1.0
1718639894.0938406,1.0
1718639894.1146274,1.0
1718639894.1384265,1.0
1718639894.1594265,1.0
1718639894.181343,1.0
1718639894.2021291,1.0
1718639894.222899,1.0
1718639894.2436619,1.0
1718639894.2644513,1.0
1718639894.2853,1.0
1718639894.3060596,1.0
1718639894.32685,1.0
1718639894.347591,1.0
1718639894.3683403,1.0
1718639894.3890934,1.0
1718639894.40986,1.0
1718639894.4306128,1.0
1718639894.451391,1.0
1718639894.4721224,1.0
1718639894.492954,1.0
1718639894.513775,1.0
1718639894.534548,1.0
1718639894.555286,1.0
1718639894.5760496,1.0
1718639894.5967941,1.0
1718639894.6182082,1.0
1718639894.638865,1.0
1718639894.659663,1.0
1718639894.6805794,1.0
1718639894.7017467,1.0
1718639894.7225592,1.0
1718639894.743804,1.0
1718639894.7646668,1.0
1718639894.785432,1.0
1718639894.80625,1.0
1718639894.8270233,1.0
1718639894.8477693,1.0
1718639894.8685632,1.0
1718639894.8894458,1.0
1718639894.9102132,1.0
1718639894.9309766,1.0
1718639894.9517112,1.0
1718639894.972462,1.0
1718639894.9932225,1.0
1718639895.0139933,1.0
1718639895.0351787,1.0
1718639895.0569093,1.0
1718639895.0786378,1.0
1718639895.0993695,1.0
1718639895.1214957,1.0
1718639895.1425762,1.0
1718639895.1644144,1.0
1718639895.1856956,1.0
1718639895.2065263,1.0
1718639895.2273095,1.0
1718639895.2480996,1.0
1718639895.2688303,1.0
1718639895.2897317,1.0
1718639895.3104806,1.0
1718639895.3312354,1.0
1718639895.3519788,1.0
1718639895.3727524,1.0
1718639895.3935108,1.0
1718639895.414257,1.0
1718639895.435077,1.0
1718639895.4558396,1.0
1718639895.4766192,1.0
1718639895.4973683,1.0
1718639895.5181482,1.0
1718639895.5388927,1.0
1718639895.5596604,1.0
1718639895.5804315,1.0
1718639895.6011837,1.0
1718639895.6221,1.0
1718639895.6427855,1.0
1718639895.6635869,1.0
1718639895.6849606,1.0
1718639895.7057173,1.0
1718639895.726517,1.0
1718639895.7473667,1.0
1718639895.7682478,1.0
1718639895.7891157,1.0
1718639895.8098989,1.0
1718639895.8312263,1.0
1718639895.8519723,1.0
1718639895.872768,1.0
1718639895.8936098,1.0
1718639895.914395,1.0
1718639895.9351587,1.0
1718639895.9559453,1.0
1718639895.9767032,1.0
1718639895.9974837,1.0
1718639896.0182617,1.0
1718639896.0396936,1.0
1718639896.0604465,1.0
1718639896.0824375,1.0
1718639896.1031115,1.0
1718639896.1252046,1.0
1718639896.1462975,1.0
1718639896.1691794,1.0
1718639896.189722,1.0
1718639896.2106032,1.0
1718639896.231377,1.0
1718639896.2521498,1.0
1718639896.2729003,1.0
1718639896.2937376,1.0
1718639896.3145802,1.0
1718639896.3353682,1.0
1718639896.3561082,1.0
1718639896.3768692,1.0
1718639896.3976104,1.0
1718639896.4184248,1.0
1718639896.4391775,1.0
1718639896.4599495,1.0
1718639896.4807525,1.0
1718639896.5015147,1.0
1718639896.5222933,1.0
1718639896.5430648,1.0
1718639896.563833,1.0
1718639896.5846233,1.0
1718639896.6053658,1.0
1718639896.6264284,1.0
1718639896.6470976,1.0
1718639896.6678727,1.0
1718639896.688854,1.0
1718639896.709625,1.0
1718639896.73128,1.0
1718639896.752236,1.0
1718639896.7733188,1.0
1718639896.7941308,1.0
1718639896.8148944,1.0
1718639896.8356605,1.0
1718639896.8564165,1.0
1718639896.8771987,1.0
1718639896.898049,1.0
1718639896.9189095,1.0
1718639896.939636,1.0
1718639896.9603968,1.0
1718639896.9811635,1.0
1718639897.0019135,1.0
1718639897.0227044,1.0
1718639897.044548,1.0
1718639897.0653934,1.0
1718639897.087522,1.0
1718639897.1090467,1.0
1718639897.1321337,1.0
1718639897.1528313,1.0
1718639897.1753318,1.0
1718639897.196046,1.0
1718639897.2168171,1.0
1718639897.2375824,1.0
1718639897.2583637,1.0
1718639897.2791512,1.0
1718639897.2999868,1.0
1718639897.320774,1.0
1718639897.341523,1.0
1718639897.3623557,1.0
1718639897.383112,1.0
1718639897.4038951,1.0
1718639897.4246726,1.0
1718639897.4454436,1.0
1718639897.4662945,1.0
1718639897.487148,1.0
1718639897.507981,1.0
1718639897.528731,1.0
1718639897.5495102,1.0
1718639897.570267,1.0
1718639897.591026,1.0
1718639897.6117833,1.0
1718639897.6327908,1.0
1718639897.653484,1.0
1718639897.6742833,1.0
1718639897.6953392,1.0
1718639897.7161472,1.0
1718639897.7368736,1.0
1718639897.7577803,1.0
1718639897.7783604,1.0
1718639897.798907,1.0
1718639897.8194733,1.0
1718639897.8399882,1.0
1718639897.860545,1.0
1718639897.8810883,1.0
1718639897.9016352,1.0
1718639897.9222167,1.0
1718639897.9427843,1.0
1718639897.9633503,1.0
1718639897.9838998,1.0
1718639898.004433,1.0
1718639898.0249949,1.0
1718639898.0460851,1.0
1718639898.066601,1.0
1718639898.088046,1.0
1718639898.1085603,1.0
1718639898.1313803,1.0
1718639898.1518228,1.0
1718639898.1742654,1.0
1718639898.194756,1.0
1718639898.215329,1.0
1718639898.2358897,1.0
1718639898.2564564,1.0
1718639898.2769837,1.0
1718639898.2976146,1.0
1718639898.3181705,1.0
1718639898.338771,1.0
1718639898.3593419,1.0
1718639898.3798969,1.0
1718639898.4004827,1.0
1718639898.4210365,1.0
1718639898.4415953,1.0
1718639898.462235,1.0
1718639898.4828188,1.0
1718639898.5033605,1.0
1718639898.5239108,1.0
1718639898.544435,1.0
1718639898.5650065,1.0
1718639898.585541,1.0
1718639898.6060975,1.0
1718639898.627483,1.0
1718639898.6482353,1.0
1718639898.6687982,1.0
1718639898.689988,1.0
1718639898.710512,1.0
1718639898.731813,1.0
1718639898.752738,1.0
1718639898.7735217,1.0
1718639898.794073,1.0
1718639898.8145986,1.0
1718639898.8351603,1.0
1718639898.8556898,1.0
1718639898.876238,1.0
1718639898.8968656,1.0
1718639898.9176996,1.0
1718639898.9384813,1.0
1718639898.9592648,1.0
1718639898.9800286,1.0
1718639899.0008273,1.0
1718639899.0215895,1.0
1718639899.0430055,1.0
1718639899.063793,1.0
1718639899.0854137,1.0
1718639899.1062167,1.0
1718639899.1287594,1.0
1718639899.1493807,1.0
1718639899.1723022,1.0
1718639899.192957,1.0
1718639899.220562,1.0
1718639899.2918909,1.0
1718639899.3631523,1.0
1718639899.4335945,1.0
1718639899.5048368,1.0
1718639899.5253074,1.0
1718639899.545806,1.0
1718639899.566273,1.0
1718639899.5867093,1.0
1718639899.6071632,1.0
1718639899.6276326,1.0
1718639899.6482334,1.0
1718639899.6687043,1.0
1718639899.6897402,1.0
1718639899.7102346,1.0
1718639899.7307608,1.0
1718639899.7513442,1.0
1718639899.771895,1.0
1718639899.7923856,1.0
1718639899.8128953,1.0
1718639899.8333762,1.0
1718639899.8538663,1.0
1718639899.8743253,1.0
1718639899.8948739,1.0
1718639899.9153514,1.0
1718639899.935812,1.0
1718639899.9563007,1.0
1718639899.9767818,1.0
1718639899.9972377,1.0
1718639900.017747,1.0
1718639900.0390306,1.0
1718639900.0595179,1.0
1718639900.0808542,1.0
1718639900.1013331,1.0
1718639900.1233718,1.0
1718639900.144028,1.0
1718639900.1664984,1.0
1718639900.1880953,1.0
1718639900.2086773,1.0
1718639900.2292185,1.0
1718639900.2497616,1.0
1718639900.27033,1.0
1718639900.290953,1.0
1718639900.3114927,1.0
1718639900.3320267,1.0
1718639900.3525844,1.0
1718639900.3731196,1.0
1718639900.3936417,1.0
1718639900.4141898,1.0
1718639900.4347157,1.0
1718639900.4553072,1.0
1718639900.4758441,1.0
1718639900.4964855,1.0
1718639900.517058,1.0
1718639900.5376005,1.0
1718639900.5581594,1.0
1718639900.5787203,1.0
1718639900.599244,1.0
1718639900.619828,1.0
1718639900.6404848,1.0
1718639900.6609776,1.0
1718639900.681543,1.0
1718639900.7026515,1.0
1718639900.7232356,1.0
1718639900.7439103,1.0
1718639900.7650106,1.0
1718639900.7855055,1.0
1718639900.8060648,1.0
1718639900.826594,1.0
1718639900.8471146,1.0
1718639900.8676872,1.0
1718639900.8882835,1.0
1718639900.9088123,1.0
1718639900.929326,1.0
1718639900.9507394,1.0
1718639900.9712787,1.0
1718639900.9918144,1.0
1718639901.0123503,1.0
1718639901.0328743,1.0
1718639901.0541854,1.0
1718639901.075062,1.0
1718639901.0962605,1.0
1718639901.117382,1.0
1718639901.13922,1.0
1718639901.159997,1.0
1718639901.1818523,1.0
1718639901.2029555,1.0
1718639901.2235756,1.0
1718639901.244119,1.0
1718639901.2646365,1.0
1718639901.285187,1.0
1718639901.305826,1.0
1718639901.3264349,1.0
1718639901.3469815,1.0
1718639901.3675323,1.0
1718639901.3880424,1.0
1718639901.4085882,1.0
1718639901.4291267,1.0
1718639901.449652,1.0
1718639901.4701943,1.0
1718639901.4908085,1.0
1718639901.5113266,1.0
1718639901.5318804,1.0
1718639901.552406,1.0
1718639901.5729434,1.0
1718639901.5934722,1.0
1718639901.6140099,1.0
1718639901.6345427,1.0
1718639901.6551633,1.0
1718639901.675723,1.0
1718639901.6964936,1.0
1718639901.717064,1.0
1718639901.737632,1.0
1718639901.7378383,0.0
