time,variable,value
1725068155.424621880,control_signal,0
1725068157.494201802,total_needed,0
1725068157.494201802,error,0
1725068157.494201802,control_signal,0
1725068159.569440399,total_needed,0
1725068159.569440399,error,0
1725068159.569440399,control_signal,0
1725068161.638349094,total_needed,0
1725068161.638349094,error,0
1725068161.638349094,control_signal,0
1725068163.706707639,total_needed,0
1725068163.706707639,error,0
1725068163.706707639,control_signal,0
1725068165.778242097,total_needed,0
1725068165.778242097,error,0
1725068165.778242097,control_signal,0
1725068167.865511033,total_needed,0
1725068167.865511033,error,0
1725068167.865511033,control_signal,0
1725068169.959125989,total_needed,0
1725068169.959125989,error,0
1725068169.959125989,control_signal,0
1725068172.46027739,total_needed,0
1725068172.46027739,error,0
1725068172.46027739,control_signal,0
1725068174.131831470,total_needed,0
1725068174.131831470,error,0
1725068174.131831470,control_signal,0
1725068176.218119492,total_needed,0
1725068176.218119492,error,0
1725068176.218119492,control_signal,0
1725068178.308938796,total_needed,0
1725068178.308938796,error,0
1725068178.308938796,control_signal,0
1725068180.384175291,total_needed,0
1725068180.384175291,error,0
1725068180.384175291,control_signal,0
1725068182.459843834,total_needed,0
1725068182.459843834,error,0
1725068182.459843834,control_signal,0
1725068184.531880188,total_needed,0
1725068184.531880188,error,0
1725068184.531880188,control_signal,0
1725068186.617823044,total_needed,0
1725068186.617823044,error,0
1725068186.617823044,control_signal,0
1725068188.699908042,total_needed,0
1725068188.699908042,error,0
1725068188.699908042,control_signal,0
1725068190.783831578,total_needed,0
1725068190.783831578,error,0
1725068190.783831578,control_signal,0
1725068192.867591960,total_needed,0
1725068192.867591960,error,0
1725068192.867591960,control_signal,0
1725068194.953585532,total_needed,0
1725068194.953585532,error,0
1725068194.953585532,control_signal,0
1725068197.33603953,total_needed,0
1725068197.33603953,error,0
1725068197.33603953,control_signal,0
1725068199.115826469,total_needed,0
1725068199.115826469,error,0
1725068199.115826469,control_signal,0
1725068201.192682657,total_needed,0
1725068201.192682657,error,0
1725068201.192682657,control_signal,0
1725068203.280882382,total_needed,0
1725068203.280882382,error,0
1725068203.280882382,control_signal,0
1725068205.367849457,total_needed,0
1725068205.367849457,error,0
1725068205.367849457,control_signal,0
1725068207.451885287,total_needed,0
1725068207.451885287,error,0
1725068207.451885287,control_signal,0
1725068209.541911067,total_needed,0
1725068209.541911067,error,0
1725068209.541911067,control_signal,0
1725068211.636861652,total_needed,0
1725068211.636861652,error,0
1725068211.636861652,control_signal,0
1725068213.726117261,total_needed,0
1725068213.726117261,error,0
1725068213.726117261,control_signal,0
1725068215.797481446,total_needed,0
1725068215.797481446,error,0
1725068215.797481446,control_signal,0
1725068217.871936285,total_needed,0
1725068217.871936285,error,0
1725068217.871936285,control_signal,0
1725068219.947507030,total_needed,0
1725068219.947507030,error,0
1725068219.947507030,control_signal,0
1725068222.26199730,total_needed,0
1725068222.26199730,error,0
1725068222.26199730,control_signal,0
1725068224.109416896,total_needed,0
1725068224.109416896,error,0
1725068224.109416896,control_signal,0
1725068226.183918484,total_needed,0
1725068226.183918484,error,0
1725068226.183918484,control_signal,0
1725068228.252828632,total_needed,0
1725068228.252828632,error,0
1725068228.252828632,control_signal,0
1725068230.325941862,total_needed,0
1725068230.325941862,error,0
1725068230.325941862,control_signal,0
1725068232.398679271,total_needed,0
1725068232.398679271,error,0
1725068232.398679271,control_signal,0
1725068234.477365044,total_needed,0
1725068234.477365044,error,0
1725068234.477365044,control_signal,0
1725068236.551550296,total_needed,0
1725068236.551550296,error,0
1725068236.551550296,control_signal,0
1725068238.621413578,total_needed,0
1725068238.621413578,error,0
1725068238.621413578,control_signal,0
1725068240.696800407,total_needed,0
1725068240.696800407,error,0
1725068240.696800407,control_signal,0
1725068242.769465450,total_needed,0
1725068242.769465450,error,0
1725068242.769465450,control_signal,0
1725068244.837481324,total_needed,0
1725068244.837481324,error,0
1725068244.837481324,control_signal,0
1725068246.913121674,total_needed,0
1725068246.913121674,error,0
1725068246.913121674,control_signal,0
1725068248.983862441,total_needed,0
1725068248.983862441,error,0
1725068248.983862441,control_signal,0
1725068251.78321594,total_needed,0
1725068251.78321594,error,0
1725068251.78321594,control_signal,0
1725068253.167119850,total_needed,0
1725068253.167119850,error,0
1725068253.167119850,control_signal,0
1725068255.239687355,total_needed,0
1725068255.239687355,error,0
1725068255.239687355,control_signal,0
1725068257.319409208,total_needed,0
1725068257.319409208,error,0
1725068257.319409208,control_signal,0
1725068259.405042201,total_needed,0
1725068259.405042201,error,0
1725068259.405042201,control_signal,0
1725068261.491820369,total_needed,0
1725068261.491820369,error,0
1725068261.491820369,control_signal,0
1725068263.578949087,total_needed,0
1725068263.578949087,error,0
1725068263.578949087,control_signal,0
1725068265.670595170,total_needed,0
1725068265.670595170,error,0
1725068265.670595170,control_signal,0
1725068267.766057819,total_needed,0
1725068267.766057819,error,0
1725068267.766057819,control_signal,0
1725068269.859223394,total_needed,1.0
1725068269.859223394,error,9.0
1725068269.859223394,control_signal,72.0
1725068271.957301035,total_needed,0.0
1725068271.957301035,error,9.0
1725068271.957301035,control_signal,45.0
1725068274.42906301,total_needed,0.0
1725068274.42906301,error,9.0
1725068274.42906301,control_signal,45.0
1725068276.130809800,total_needed,0.0
1725068276.130809800,error,9.0
1725068276.130809800,control_signal,45.0
1725068278.219914780,total_needed,0.0
1725068278.219914780,error,9.0
1725068278.219914780,control_signal,45.0
1725068280.305313741,total_needed,0.0
1725068280.305313741,error,9.0
1725068280.305313741,control_signal,45.0
1725068282.405903809,total_needed,0.0
1725068282.405903809,error,9.0
1725068282.405903809,control_signal,45.0
1725068284.484422850,total_needed,0.0
1725068284.484422850,error,9.0
1725068284.484422850,control_signal,45.0
1725068286.574893567,total_needed,77.0
1725068286.574893567,error,622.0
1725068286.574893567,control_signal,4949.0
1725068288.729650407,total_needed,176.0
1725068288.729650407,error,1643.0
1725068288.729650407,control_signal,11278.0
1725068290.913399334,total_needed,310.0
1725068290.913399334,error,3098.0
1725068290.913399334,control_signal,19855.0
1725068293.3116050,total_needed,379.0
1725068293.3116050,error,4196.0
1725068293.3116050,control_signal,24274.0
1725068295.118417601,total_needed,441.0
1725068295.118417601,error,5109.0
1725068295.118417601,control_signal,28284.0
1725068297.207947807,total_needed,534.0
1725068297.207947807,error,6193.0
1725068297.207947807,control_signal,34217.0
1725068299.333853272,total_needed,605.0
1725068299.333853272,error,7166.0
1725068299.333853272,control_signal,38749.0
1725068301.417273160,total_needed,662.0
1725068301.417273160,error,7984.0
1725068301.417273160,control_signal,42374.0
1725068303.525704545,total_needed,692.0
1725068303.525704545,error,8536.0
1725068303.525704545,control_signal,44336.0
1725068305.595830470,total_needed,682.0
1725068305.595830470,error,8659.0
1725068305.595830470,control_signal,43664.0
1725068307.673975370,total_needed,635.0
1725068307.673975370,error,8329.0
1725068307.673975370,control_signal,40655.0
1725068309.762807248,total_needed,589.0
1725068309.762807248,error,7843.0
1725068309.762807248,control_signal,37757.0
1725068311.855953852,total_needed,558.0
1725068311.855953852,error,7410.0
1725068311.855953852,control_signal,35751.0
1725068313.933716484,total_needed,521.0
1725068313.933716484,error,6954.0
1725068313.933716484,control_signal,33402.0
1725068316.10703348,total_needed,470.0
1725068316.10703348,error,6368.0
1725068316.10703348,control_signal,30082.0
1725068318.89770710,total_needed,458.0
1725068318.89770710,error,6059.0
1725068318.89770710,control_signal,29368.0
1725068320.163342702,total_needed,423.0
1725068320.163342702,error,5659.0
1725068320.163342702,control_signal,27095.0
1725068322.243977150,total_needed,407.0
1725068322.243977150,error,5381.0
1725068322.243977150,control_signal,26071.0
1725068324.319604126,total_needed,381.0
1725068324.319604126,error,5072.0
1725068324.319604126,control_signal,24433.0
1725068326.400480461,total_needed,230.0
1725068326.400480461,error,3745.0
1725068326.400480461,control_signal,14744.0
1725068328.501106815,total_needed,130.0
1725068328.501106815,error,2447.0
1725068328.501106815,control_signal,8341.0
1725068330.606701565,total_needed,146.0
1725068330.606701565,error,2093.0
1725068330.606701565,control_signal,9403.0
1725068332.690032460,total_needed,141.0
1725068332.690032460,error,1917.0
1725068332.690032460,control_signal,9057.0
1725068334.775876345,total_needed,127.0
1725068334.775876345,error,1741.0
1725068334.775876345,control_signal,8177.0
1725068336.855841222,total_needed,115.0
1725068336.855841222,error,1573.0
1725068336.855841222,control_signal,7361.0
