time,variable,value
1725075767.746760309,total_needed,0.0
1725075767.746760309,error,0
1725075767.746760309,control_signal,0.0
1725075768.784441378,total_needed,0.0
1725075768.784441378,error,0
1725075768.784441378,control_signal,0.0
1725075769.815895629,total_needed,0.0
1725075769.815895629,error,0
1725075769.815895629,control_signal,0.0
1725075770.849396840,total_needed,0.0
1725075770.849396840,error,0
1725075770.849396840,control_signal,0.0
1725075771.881484331,total_needed,0.0
1725075771.881484331,error,0
1725075771.881484331,control_signal,0.0
1725075772.912151345,total_needed,0.0
1725075772.912151345,error,0
1725075772.912151345,control_signal,0.0
1725075773.946471551,total_needed,0.0
1725075773.946471551,error,0
1725075773.946471551,control_signal,0.0
1725075774.980348981,total_needed,0.0
1725075774.980348981,error,0
1725075774.980348981,control_signal,0.0
1725075776.13939899,total_needed,0.0
1725075776.13939899,error,0
1725075776.13939899,control_signal,0.0
1725075777.46966153,total_needed,0.0
1725075777.46966153,error,0
1725075777.46966153,control_signal,0.0
1725075778.83365508,total_needed,0.0
1725075778.83365508,error,0
1725075778.83365508,control_signal,0.0
1725075779.117573671,total_needed,0.0
1725075779.117573671,error,0
1725075779.117573671,control_signal,0.0
1725075780.150695762,total_needed,0.0
1725075780.150695762,error,0
1725075780.150695762,control_signal,0.0
1725075781.195050596,total_needed,0.0
1725075781.195050596,error,0
1725075781.195050596,control_signal,0.0
1725075782.229989075,total_needed,0.0
1725075782.229989075,error,0
1725075782.229989075,control_signal,0.0
1725075783.259915591,total_needed,0.0
1725075783.259915591,error,0
1725075783.259915591,control_signal,0.0
1725075784.292139053,total_needed,0.0
1725075784.292139053,error,0
1725075784.292139053,control_signal,0.0
1725075785.324003948,total_needed,0.0
1725075785.324003948,error,0
1725075785.324003948,control_signal,0.0
1725075786.354374949,total_needed,0.0
1725075786.354374949,error,0
1725075786.354374949,control_signal,0.0
1725075787.389985917,total_needed,0.0
1725075787.389985917,error,0
1725075787.389985917,control_signal,0.0
1725075788.425090143,total_needed,0.0
1725075788.425090143,error,0
1725075788.425090143,control_signal,0.0
1725075789.458852102,total_needed,0.0
1725075789.458852102,error,0
1725075789.458852102,control_signal,0.0
1725075790.491881412,total_needed,0.0
1725075790.491881412,error,0
1725075790.491881412,control_signal,0.0
1725075791.526266852,total_needed,0.0
1725075791.526266852,error,0
1725075791.526266852,control_signal,0.0
1725075792.561681435,total_needed,0.0
1725075792.561681435,error,0
1725075792.561681435,control_signal,0.0
1725075793.598677614,total_needed,0.0
1725075793.598677614,error,0
1725075793.598677614,control_signal,0.0
1725075794.631057030,total_needed,0.0
1725075794.631057030,error,0
1725075794.631057030,control_signal,0.0
1725075795.662226616,total_needed,0.0
1725075795.662226616,error,0
1725075795.662226616,control_signal,0.0
1725075796.694377224,total_needed,0.0
1725075796.694377224,error,0
1725075796.694377224,control_signal,0.0
1725075797.730423579,total_needed,0.0
1725075797.730423579,error,0
1725075797.730423579,control_signal,0.0
1725075798.762774869,total_needed,0.0
