time,variable,value
1725075798.762774869,error,0
1725075798.762774869,control_signal,0.0
1725075799.796091359,total_needed,0.0
1725075799.796091359,error,0
1725075799.796091359,control_signal,0.0
1725075800.825931288,total_needed,0.0
1725075800.825931288,error,0
1725075800.825931288,control_signal,0.0
1725075801.856309075,total_needed,0.0
1725075801.856309075,error,0
1725075801.856309075,control_signal,0.0
1725075802.890197874,total_needed,0.0
1725075802.890197874,error,0
1725075802.890197874,control_signal,0.0
1725075803.930015713,total_needed,0.0
1725075803.930015713,error,0
1725075803.930015713,control_signal,0.0
1725075804.961540243,total_needed,0.0
1725075804.961540243,error,0
1725075804.961540243,control_signal,0.0
1725075805.993632632,total_needed,0.0
1725075805.993632632,error,0
1725075805.993632632,control_signal,0.0
1725075807.28973011,total_needed,0.0
1725075807.28973011,error,0
1725075807.28973011,control_signal,0.0
1725075808.59946842,total_needed,0.0
1725075808.59946842,error,0
1725075808.59946842,control_signal,0.0
1725075809.91859861,total_needed,0.0
1725075809.91859861,error,0
1725075809.91859861,control_signal,0.0
1725075810.123856023,total_needed,0.0
1725075810.123856023,error,0
1725075810.123856023,control_signal,0.0
1725075811.170355933,total_needed,0.0
1725075811.170355933,error,0
1725075811.170355933,control_signal,0.0
1725075812.209693317,total_needed,0.0
1725075812.209693317,error,0
1725075812.209693317,control_signal,0.0
1725075813.254086851,total_needed,0.0
1725075813.254086851,error,0
1725075813.254086851,control_signal,0.0
1725075814.296387011,total_needed,0.0
1725075814.296387011,error,0
1725075814.296387011,control_signal,0.0
1725075815.333059223,total_needed,0.0
1725075815.333059223,error,0
1725075815.333059223,control_signal,0.0
1725075816.374540544,total_needed,0.0
1725075816.374540544,error,0
1725075816.374540544,control_signal,0.0
1725075817.411581373,total_needed,0.0
1725075817.411581373,error,0
1725075817.411581373,control_signal,0.0
1725075818.453165405,total_needed,0.0
1725075818.453165405,error,0
1725075818.453165405,control_signal,0.0
1725075819.489644124,total_needed,0.0
1725075819.489644124,error,0
1725075819.489644124,control_signal,0.0
1725075820.531425338,total_needed,0.0
1725075820.531425338,error,0
1725075820.531425338,control_signal,0.0
1725075821.575615124,total_needed,2.0
1725075821.575615124,error,61.0
1725075821.575615124,control_signal,152.5
1725075822.619949223,total_needed,16.0
1725075822.619949223,error,455.0
1725075822.619949223,control_signal,1046.0
1725075823.658277450,total_needed,25.0
1725075823.658277450,error,937.0
1725075823.658277450,control_signal,1660.0
1725075824.697560186,total_needed,34.0
1725075824.697560186,error,1453.0
1725075824.697560186,control_signal,2227.0
1725075825.727839229,total_needed,38.0
1725075825.727839229,error,1858.0
1725075825.727839229,control_signal,2465.5
1725075826.764290147,total_needed,46.0
1725075826.764290147,error,2303.0
1725075826.764290147,control_signal,2970.5
1725075827.824287242,total_needed,55.0
1725075827.824287242,error,2796.0
1725075827.824287242,control_signal,3535.5
1725075828.863967190,total_needed,60.0
1725075828.863967190,error,3223.0
1725075828.863967190,control_signal,3863.5
1725075829.914443619,total_needed,67.0
1725075829.914443619,error,3659.0
1725075829.914443619,control_signal,4313.0
1725075830.951371718,total_needed,70.0
1725075830.951371718,error,3988.0
1725075830.951371718,control_signal,4481.5
1725075832.2481759,total_needed,76.0
1725075832.2481759,error,4342.0
1725075832.2481759,control_signal,4873.0
1725075833.54989150,total_needed,82.0
1725075833.54989150,error,4720.0
1725075833.54989150,control_signal,5287.0
1725075834.103750498,total_needed,89.0
1725075834.103750498,error,5115.0
1725075834.103750498,control_signal,5707.5
1725075835.151216652,total_needed,91.0
1725075835.151216652,error,5421.0
1725075835.151216652,control_signal,5880.0
1725075836.216167502,total_needed,100.0
1725075836.216167502,error,5820.0
1725075836.216167502,control_signal,6418.5
1725075837.259320448,total_needed,106.0
1725075837.259320448,error,6221.0
1725075837.259320448,control_signal,6822.5
1725075838.299797454,total_needed,113.0
1725075838.299797454,error,6634.0
1725075838.299797454,control_signal,7253.5
1725075839.350217640,total_needed,124.0
1725075839.350217640,error,7155.0
1725075839.350217640,control_signal,7936.5
1725075840.405943284,total_needed,131.0
1725075840.405943284,error,7659.0
1725075840.405943284,control_signal,8415.0
1725075841.436975005,total_needed,153.0
1725075841.436975005,error,8524.0
1725075841.436975005,control_signal,9821.5
1725075842.463630637,total_needed,161.0
1725075842.463630637,error,9257.0
1725075842.463630637,control_signal,10356.5
1725075843.510987968,total_needed,171.0
1725075843.510987968,error,9957.0
1725075843.510987968,control_signal,11007.0
1725075844.557039255,total_needed,175.0
1725075844.557039255,error,10472.0
1725075844.557039255,control_signal,11244.5
1725075845.599900150,total_needed,180.0
1725075845.599900150,error,10912.0
1725075845.599900150,control_signal,11572.0
1725075846.631192319,total_needed,187.0
1725075846.631192319,error,11354.0
1725075846.631192319,control_signal,12017.0
1725075847.675898822,total_needed,194.0
1725075847.675898822,error,11788.0
1725075847.675898822,control_signal,12439.0
1725075848.719864053,total_needed,193.0
1725075848.719864053,error,12022.0
1725075848.719864053,control_signal,12373.0
1725075849.773326836,total_needed,195.0
1725075849.773326836,error,12213.0
1725075849.773326836,control_signal,12499.5
1725075850.827286690,total_needed,194.0
1725075850.827286690,error,12312.0
1725075850.827286690,control_signal,12460.5
1725075851.879698650,total_needed,194.0
1725075851.879698650,error,12373.0
1725075851.879698650,control_signal,12464.5
1725075852.922897147,total_needed,198.0
1725075852.922897147,error,12495.0
1725075852.922897147,control_signal,12678.0
1725075853.952181614,total_needed,202.0
1725075853.952181614,error,12672.0
1725075853.952181614,control_signal,12937.5
1725075854.993230508,total_needed,201.0
1725075854.993230508,error,12770.0
1725075854.993230508,control_signal,12917.0
1725075856.49692310,total_needed,203.0
1725075856.49692310,error,12884.0
1725075856.49692310,control_signal,13055.0
1725075857.94605691,total_needed,201.0
1725075857.94605691,error,12900.0
1725075857.94605691,control_signal,12924.0
1725075858.131357179,total_needed,199.0
1725075858.131357179,error,12840.0
1725075858.131357179,control_signal,12750.0
1725075859.165496119,total_needed,199.0
1725075859.165496119,error,12811.0
1725075859.165496119,control_signal,12767.5
1725075860.211707566,total_needed,200.0
1725075860.211707566,error,12812.0
1725075860.211707566,control_signal,12813.5
1725075861.255366297,total_needed,196.0
1725075861.255366297,error,12724.0
1725075861.255366297,control_signal,12592.0
1725075862.299561934,total_needed,177.0
1725075862.299561934,error,12177.0
1725075862.299561934,control_signal,11356.5
1725075863.347889049,total_needed,187.0
1725075863.347889049,error,12112.0
1725075863.347889049,control_signal,12014.5
1725075864.387479544,total_needed,188.0
1725075864.387479544,error,12088.0
1725075864.387479544,control_signal,12052.0
1725075865.437898832,total_needed,186.0
1725075865.437898832,error,12025.0
1725075865.437898832,control_signal,11930.5
1725075866.468646790,total_needed,182.0
1725075866.468646790,error,11894.0
1725075866.468646790,control_signal,11697.5
1725075867.505614367,total_needed,176.0
1725075867.505614367,error,11647.0
1725075867.505614367,control_signal,11276.5
1725075868.561537541,total_needed,175.0
1725075868.561537541,error,11482.0
1725075868.561537541,control_signal,11234.5
1725075869.599137638,total_needed,174.0
1725075869.599137638,error,11353.0
1725075869.599137638,control_signal,11159.5
1725075870.636677029,total_needed,172.0
1725075870.636677029,error,11219.0
1725075870.636677029,control_signal,11018.0
1725075871.703973636,total_needed,168.0
1725075871.703973636,error,11039.0
1725075871.703973636,control_signal,10769.0
1725075872.738377898,total_needed,169.0
1725075872.738377898,error,10953.0
1725075872.738377898,control_signal,10824.0
1725075873.764880650,total_needed,162.0
1725075873.764880650,error,10735.0
1725075873.764880650,control_signal,10408.0
1725075874.798677417,total_needed,159.0
1725075874.798677417,error,10534.0
1725075874.798677417,control_signal,10232.5
1725075875.847269937,total_needed,157.0
1725075875.847269937,error,10346.0
1725075875.847269937,control_signal,10064.0
1725075876.882353988,total_needed,155.0
1725075876.882353988,error,10180.0
1725075876.882353988,control_signal,9931.0
1725075877.912039997,total_needed,151.0
1725075877.912039997,error,9979.0
1725075877.912039997,control_signal,9677.5
1725075878.957571188,total_needed,149.0
1725075878.957571188,error,9814.0
1725075878.957571188,control_signal,9566.5
1725075879.994899352,total_needed,150.0
1725075879.994899352,error,9736.0
1725075879.994899352,control_signal,9619.0
1725075881.38666704,total_needed,147.0
1725075881.38666704,error,9618.0
1725075881.38666704,control_signal,9441.0
1725075882.86386659,total_needed,133.0
1725075882.86386659,error,9192.0
1725075882.86386659,control_signal,8553.0
1725075883.125545968,total_needed,123.0
1725075883.125545968,error,8687.0
1725075883.125545968,control_signal,7929.5
1725075884.170458992,total_needed,123.0
1725075884.170458992,error,8375.0
1725075884.170458992,control_signal,7907.0
1725075885.215956786,total_needed,120.0
1725075885.215956786,error,8103.0
1725075885.215956786,control_signal,7695.0
1725075886.259890028,total_needed,117.0
1725075886.259890028,error,7877.0
1725075886.259890028,control_signal,7538.0
1725075887.297406180,total_needed,119.0
1725075887.297406180,error,7783.0
1725075887.297406180,control_signal,7642.0
1725075888.329713725,total_needed,118.0
1725075888.329713725,error,7703.0
1725075888.329713725,control_signal,7583.0
1725075889.371627120,total_needed,117.0
1725075889.371627120,error,7622.0
1725075889.371627120,control_signal,7500.5
1725075890.418814358,total_needed,114.0
1725075890.418814358,error,7511.0
1725075890.418814358,control_signal,7344.5
1725075891.458432444,total_needed,113.0
1725075891.458432444,error,7415.0
1725075891.458432444,control_signal,7271.0
1725075892.503860091,total_needed,112.0
1725075892.503860091,error,7327.0
1725075892.503860091,control_signal,7195.0
1725075893.545433978,total_needed,111.0
1725075893.545433978,error,7246.0
1725075893.545433978,control_signal,7124.5
