time,variable,value
1725897000.279779558,total_needed,0.0
1725897000.279779558,error,0
1725897000.279779558,control_signal,0.0
1725897002.350921819,total_needed,0.0
1725897002.350921819,error,0
1725897002.350921819,control_signal,0.0
1725897004.413202629,total_needed,0.0
1725897004.413202629,error,0
1725897004.413202629,control_signal,0.0
1725897006.476496434,total_needed,0.0
1725897006.476496434,error,0
1725897006.476496434,control_signal,0.0
1725897008.543882241,total_needed,0.0
1725897008.543882241,error,0
1725897008.543882241,control_signal,0.0
1725897010.611129836,total_needed,0.0
1725897010.611129836,error,0
1725897010.611129836,control_signal,0.0
1725897012.690155004,total_needed,0.0
1725897012.690155004,error,0
1725897012.690155004,control_signal,0.0
1725897014.763162754,total_needed,0.0
1725897014.763162754,error,0
1725897014.763162754,control_signal,0.0
1725897016.829261163,total_needed,0.0
1725897016.829261163,error,0
1725897016.829261163,control_signal,0.0
1725897018.894329607,total_needed,0.0
1725897018.894329607,error,0
1725897018.894329607,control_signal,0.0
1725897020.959320503,total_needed,0.0
1725897020.959320503,error,0
1725897020.959320503,control_signal,0.0
1725897023.23671435,total_needed,0.0
1725897023.23671435,error,0
1725897023.23671435,control_signal,0.0
1725897025.88669020,total_needed,0.0
1725897025.88669020,error,0
1725897025.88669020,control_signal,0.0
1725897027.149154331,total_needed,0.0
1725897027.149154331,error,0
1725897027.149154331,control_signal,0.0
1725897029.216242590,total_needed,0.0
1725897029.216242590,error,0
1725897029.216242590,control_signal,0.0
1725897031.282329774,total_needed,0.0
1725897031.282329774,error,0
1725897031.282329774,control_signal,0.0
1725897033.349570989,total_needed,0.0
1725897033.349570989,error,0
1725897033.349570989,control_signal,0.0
1725897035.419327786,total_needed,0.0
1725897035.419327786,error,0
1725897035.419327786,control_signal,0.0
1725897037.483818852,total_needed,0.0
1725897037.483818852,error,0
1725897037.483818852,control_signal,0.0
1725897039.546815213,total_needed,0.0
1725897039.546815213,error,0
1725897039.546815213,control_signal,0.0
1725897041.615598472,total_needed,0.0
1725897041.615598472,error,0
1725897041.615598472,control_signal,0.0
1725897043.690883824,total_needed,0.0
1725897043.690883824,error,0
1725897043.690883824,control_signal,0.0
1725897045.780520148,total_needed,0.0
1725897045.780520148,error,0
1725897045.780520148,control_signal,0.0
1725897047.861069637,total_needed,0.0
1725897047.861069637,error,0
1725897047.861069637,control_signal,0.0
1725897049.944498984,total_needed,0.0
1725897049.944498984,error,0
1725897049.944498984,control_signal,0.0
1725897052.31525245,total_needed,0.0
1725897052.31525245,error,0
1725897052.31525245,control_signal,0.0
1725897054.113137323,total_needed,0.0
1725897054.113137323,error,10.0
1725897054.113137323,control_signal,20.0
1725897056.196082354,total_needed,0.0
1725897056.196082354,error,10.0
1725897056.196082354,control_signal,10.0
1725897058.289262061,total_needed,19.0
1725897058.289262061,error,620.0
1725897058.289262061,control_signal,1230.0
1725897060.375536461,total_needed,37.0
1725897060.375536461,error,1505.0
1725897060.375536461,control_signal,2390.0
1725897062.461278382,total_needed,71.0
1725897062.461278382,error,3041.0
1725897062.461278382,control_signal,4577.0
1725897064.556723848,total_needed,66.0
1725897064.556723848,error,3650.0
1725897064.556723848,control_signal,4259.0
1725897066.648960928,total_needed,65.0
1725897066.648960928,error,3936.0
1725897066.648960928,control_signal,4222.0
1725897068.735296006,total_needed,66.0
1725897068.735296006,error,4094.0
1725897068.735296006,control_signal,4252.0
1725897070.849396441,total_needed,70.0
1725897070.849396441,error,4309.0
1725897070.849396441,control_signal,4524.0
1725897072.900934212,total_needed,77.0
1725897072.900934212,error,4621.0
1725897072.900934212,control_signal,4933.0
