time,variable,value
1726722673.282837853,total_needed,0.0
1726722673.282837853,error,0
1726722673.282837853,control_signal,0.0
1726722675.352300099,total_needed,0.0
1726722675.352300099,error,0
1726722675.352300099,control_signal,0.0
1726722677.415658109,total_needed,0.0
1726722677.415658109,error,0
1726722677.415658109,control_signal,0.0
1726722679.490730707,total_needed,0.0
1726722679.490730707,error,0
1726722679.490730707,control_signal,0.0
1726722681.558395187,total_needed,0.0
1726722681.558395187,error,0
1726722681.558395187,control_signal,0.0
