time,variable,value
1726722685.293212590,total_needed,0.0
1726722685.293212590,error,0
1726722685.293212590,control_signal,0.0
1726722687.362269547,total_needed,0.0
1726722687.362269547,error,0
1726722687.362269547,control_signal,0.0
1726722689.424926598,total_needed,0.0
1726722689.424926598,error,0
1726722689.424926598,control_signal,0.0
1726722691.494725761,total_needed,0.0
1726722691.494725761,error,0
1726722691.494725761,control_signal,0.0
1726722693.554451035,total_needed,0.0
1726722693.554451035,error,0
1726722693.554451035,control_signal,0.0
1726722695.639160313,total_needed,0.0
1726722695.639160313,error,0
1726722695.639160313,control_signal,0.0
1726722697.731327958,total_needed,0.0
1726722697.731327958,error,0
1726722697.731327958,control_signal,0.0
1726722699.802766065,total_needed,0.0
1726722699.802766065,error,0
1726722699.802766065,control_signal,0.0
1726722701.878222340,total_needed,0.0
1726722701.878222340,error,0
1726722701.878222340,control_signal,0.0
1726722703.949393034,total_needed,0.0
1726722703.949393034,error,0
1726722703.949393034,control_signal,0.0
1726722706.19837130,total_needed,21.0
1726722706.19837130,error,937.0
1726722706.19837130,control_signal,1405.5
1726722708.113850132,total_needed,55.0
1726722708.113850132,error,2681.0
1726722708.113850132,control_signal,3553.0
1726722710.230619553,total_needed,80.0
1726722710.230619553,error,4339.0
1726722710.230619553,control_signal,5168.0
1726722712.321724082,total_needed,89.0
1726722712.321724082,error,5254.0
1726722712.321724082,control_signal,5711.5
1726722714.399804790,total_needed,94.0
1726722714.399804790,error,5777.0
1726722714.399804790,control_signal,6038.5
1726722716.492342714,total_needed,104.0
1726722716.492342714,error,6390.0
1726722716.492342714,control_signal,6696.5
1726722718.600350139,total_needed,120.0
1726722718.600350139,error,7270.0
1726722718.600350139,control_signal,7710.0
1726722720.701299449,total_needed,131.0
1726722720.701299449,error,8052.0
1726722720.701299449,control_signal,8443.0
1726722722.796356537,total_needed,87.0
1726722722.796356537,error,6414.0
1726722722.796356537,control_signal,5595.0
1726722724.870561179,total_needed,104.0
1726722724.870561179,error,6594.0
1726722724.870561179,control_signal,6684.0
1726722726.960453467,total_needed,102.0
1726722726.960453467,error,6555.0
1726722726.960453467,control_signal,6535.5
1726722729.58085077,total_needed,98.0
1726722729.58085077,error,6397.0
1726722729.58085077,control_signal,6318.0
1726722731.129161107,total_needed,93.0
1726722731.129161107,error,6108.0
1726722731.129161107,control_signal,5963.5
1726722733.222965480,total_needed,88.0
1726722733.222965480,error,5814.0
1726722733.222965480,control_signal,5667.0
1726722735.306955713,total_needed,82.0
1726722735.306955713,error,5478.0
1726722735.306955713,control_signal,5310.0
1726722737.383048821,total_needed,72.0
1726722737.383048821,error,4939.0
1726722737.383048821,control_signal,4669.5
1726722739.450797987,total_needed,67.0
1726722739.450797987,error,4533.0
1726722739.450797987,control_signal,4330.0
1726722741.546445841,total_needed,61.0
1726722741.546445841,error,4131.0
1726722741.546445841,control_signal,3930.0
1726722743.625353662,total_needed,49.0
1726722743.625353662,error,3472.0
1726722743.625353662,control_signal,3142.5
1726722745.698895036,total_needed,43.0
1726722745.698895036,error,3004.0
1726722745.698895036,control_signal,2770.0
1726722747.758251210,total_needed,43.0
1726722747.758251210,error,2869.0
1726722747.758251210,control_signal,2801.5
1726722749.824294707,total_needed,38.0
1726722749.824294707,error,2579.0
1726722749.824294707,control_signal,2434.0
1726722751.899789128,total_needed,30.0
1726722751.899789128,error,2178.0
1726722751.899789128,control_signal,1977.5
1726722753.958909881,total_needed,24.0
1726722753.958909881,error,1763.0
1726722753.958909881,control_signal,1555.5
1726722756.38933830,total_needed,22.0
1726722756.38933830,error,1529.0
1726722756.38933830,control_signal,1412.0
1726722758.133765438,total_needed,21.0
1726722758.133765438,error,1447.0
1726722758.133765438,control_signal,1406.0
1726722760.260618276,total_needed,20.0
1726722760.260618276,error,1357.0
1726722760.260618276,control_signal,1312.0
1726722762.352719440,total_needed,18.0
1726722762.352719440,error,1258.0
1726722762.352719440,control_signal,1208.5
1726722764.450789625,total_needed,17.0
1726722764.450789625,error,1162.0
1726722764.450789625,control_signal,1114.0
1726722766.564978046,total_needed,14.0
1726722766.564978046,error,988.0
1726722766.564978046,control_signal,901.0
1726722768.656019662,total_needed,11.0
1726722768.656019662,error,828.0
1726722768.656019662,control_signal,748.0
1726722770.745776321,total_needed,9.0
1726722770.745776321,error,668.0
1726722770.745776321,control_signal,588.0
1726722772.838529159,total_needed,6.0
1726722772.838529159,error,500.0
1726722772.838529159,control_signal,416.0
1726722774.930620007,total_needed,3.0
1726722774.930620007,error,332.0
1726722774.930620007,control_signal,248.0
1726722777.13358885,total_needed,1.0
1726722777.13358885,error,164.0
1726722777.13358885,control_signal,80.0
