time,variable,value
1725077056.923896245,total_needed,0.0
1725077056.923896245,error,0
1725077056.923896245,control_signal,0.0
1725077059.17141343,total_needed,0.0
1725077059.17141343,error,0
1725077059.17141343,control_signal,0.0
1725077061.103870149,total_needed,0.0
1725077061.103870149,error,0
1725077061.103870149,control_signal,0.0
1725077063.183531782,total_needed,12.0
1725077063.183531782,error,320.0
1725077063.183531782,control_signal,800.0
1725077065.274896503,total_needed,68.0
1725077065.274896503,error,1942.0
1725077065.274896503,control_signal,4375.0
1725077067.365134769,total_needed,83.0
1725077067.365134769,error,3310.0
1725077067.365134769,control_signal,5362.0
1725077069.459983477,total_needed,93.0
1725077069.459983477,error,4375.0
1725077069.459983477,control_signal,5972.5
1725077071.555508974,total_needed,57.0
1725077071.555508974,error,4100.0
1725077071.555508974,control_signal,3687.5
1725077073.682775749,total_needed,75.0
1725077073.682775749,error,4399.0
1725077073.682775749,control_signal,4847.5
1725077075.777810364,total_needed,76.0
1725077075.777810364,error,4590.0
1725077075.777810364,control_signal,4876.5
1725077077.859802599,total_needed,82.0
1725077077.859802599,error,4862.0
1725077077.859802599,control_signal,5270.0
1725077079.952718474,total_needed,77.0
1725077079.952718474,error,4890.0
1725077079.952718474,control_signal,4932.0
1725077082.18399499,total_needed,72.0
1725077082.18399499,error,4800.0
1725077082.18399499,control_signal,4665.0
1725077084.97378837,total_needed,62.0
1725077084.97378837,error,4491.0
1725077084.97378837,control_signal,4027.5
1725077086.163806458,total_needed,58.0
1725077086.163806458,error,4181.0
1725077086.163806458,control_signal,3716.0
1725077088.231263299,total_needed,55.0
1725077088.231263299,error,3928.0
1725077088.231263299,control_signal,3548.5
1725077090.309582255,total_needed,48.0
1725077090.309582255,error,3598.0
1725077090.309582255,control_signal,3103.0
1725077092.382101029,total_needed,40.0
1725077092.382101029,error,3198.0
1725077092.382101029,control_signal,2598.0
1725077094.442118104,total_needed,32.0
1725077094.442118104,error,2754.0
1725077094.442118104,control_signal,2088.0
1725077096.521810800,total_needed,21.0
1725077096.521810800,error,2196.0
1725077096.521810800,control_signal,1359.0
1725077098.587300510,total_needed,17.0
1725077098.587300510,error,1767.0
1725077098.587300510,control_signal,1123.5
1725077100.651869651,total_needed,14.0
1725077100.651869651,error,1440.0
1725077100.651869651,control_signal,949.5
1725077102.733003166,total_needed,6.0
1725077102.733003166,error,1043.0
1725077102.733003166,control_signal,447.5
1725077104.847883310,total_needed,2.0
1725077104.847883310,error,681.0
1725077104.847883310,control_signal,138.0
1725077106.931968945,total_needed,3.0
1725077106.931968945,error,497.0
1725077106.931968945,control_signal,221.0
1725077109.33946488,total_needed,-1.0
1725077109.33946488,error,297.0
1725077109.33946488,control_signal,-3.0
1725077111.104554788,total_needed,-1.0
1725077111.104554788,error,153.0
1725077111.104554788,control_signal,-63.0
1725077113.210836653,total_needed,-3.0
1725077113.210836653,error,26.0
1725077113.210836653,control_signal,-164.5
1725077115.309993561,total_needed,0.0
1725077115.309993561,error,29.0
1725077115.309993561,control_signal,33.5
1725077117.391082915,total_needed,-1.0
1725077117.391082915,error,9.0
1725077117.391082915,control_signal,-21.0
1725077119.477034603,total_needed,-1.0
1725077119.477034603,error,1.0
1725077119.477034603,control_signal,-11.0
1725077121.561699209,total_needed,0.0
1725077121.561699209,error,12.0
1725077121.561699209,control_signal,28.5
1725077123.641856720,total_needed,-1.0
1725077123.641856720,error,0.0
1725077123.641856720,control_signal,-18.0
1725077125.719468936,total_needed,0.0
1725077125.719468936,error,0.0
1725077125.719468936,control_signal,0.0
1725077127.795872710,total_needed,0.0
1725077127.795872710,error,0.0
1725077127.795872710,control_signal,0.0
1725077129.895487500,total_needed,0.0
1725077129.895487500,error,0.0
1725077129.895487500,control_signal,0.0
1725077131.969990221,total_needed,0.0
1725077131.969990221,error,0.0
1725077131.969990221,control_signal,0.0
1725077134.57233067,total_needed,0.0
1725077134.57233067,error,0.0
1725077134.57233067,control_signal,0.0
