time,variable,value
1724910384.159148090,total_needed,367.0
1724910384.159148090,error,4894.0
1724910384.159148090,control_signal,23519.0
1724910386.233219821,total_needed,334.0
1724910386.233219821,error,4510.0
1724910386.233219821,control_signal,21398.0
1724910388.321951449,total_needed,294.0
1724910388.321951449,error,4044.0
1724910388.321951449,control_signal,18822.0
1724910390.405335407,total_needed,257.0
1724910390.405335407,error,3577.0
1724910390.405335407,control_signal,16484.0
1724910392.498281104,total_needed,221.0
1724910392.498281104,error,3115.0
1724910392.498281104,control_signal,14189.0
1724910394.592002932,total_needed,197.0
1724910394.592002932,error,2748.0
1724910394.592002932,control_signal,12639.0
1724910396.657438004,total_needed,171.0
1724910396.657438004,error,2400.0
1724910396.657438004,control_signal,10956.0
1724910398.736191913,total_needed,124.0
1724910398.736191913,error,1894.0
1724910398.736191913,control_signal,7952.0
1724910400.827988760,total_needed,105.0
1724910400.827988760,error,1551.0
1724910400.827988760,control_signal,6726.0
1724910402.914238688,total_needed,59.0
1724910402.914238688,error,1055.0
1724910402.914238688,control_signal,3787.0
1724910405.20041291,total_needed,41.0
1724910405.20041291,error,729.0
1724910405.20041291,control_signal,2667.0
1724910407.88126593,total_needed,18.0
1724910407.88126593,error,423.0
1724910407.88126593,control_signal,1197.0
1724910409.157890836,total_needed,5.0
1724910409.157890836,error,204.0
1724910409.157890836,control_signal,363.0
1724910411.272012962,total_needed,-7.0
1724910411.272012962,error,28.0
1724910411.272012962,control_signal,-388.0
1724910413.407729173,total_needed,-1.0
1724910413.407729173,error,8.0
1724910413.407729173,control_signal,-20.0
1724910415.479312124,total_needed,-1.0
1724910415.479312124,error,0.0
1724910415.479312124,control_signal,-24.0
1724910417.587720426,total_needed,0.0
1724910417.587720426,error,0.0
1724910417.587720426,control_signal,0.0
1724910419.688952996,total_needed,0.0
1724910419.688952996,error,0.0
1724910419.688952996,control_signal,0.0
1724910421.793444241,total_needed,0.0
1724910421.793444241,error,0.0
1724910421.793444241,control_signal,0.0
1724910423.895756795,total_needed,0.0
1724910423.895756795,error,0.0
1724910423.895756795,control_signal,0.0
1724910426.8047349,total_needed,0.0
1724910426.8047349,error,0.0
1724910426.8047349,control_signal,0.0
1724910428.105157631,total_needed,0.0
1724910428.105157631,error,0.0
1724910428.105157631,control_signal,0.0
