time,variable,value
1725897138.865523911,total_needed,0.0
1725897138.865523911,error,0
1725897138.865523911,control_signal,0.0
1725897140.935685782,total_needed,0.0
1725897140.935685782,error,0
1725897140.935685782,control_signal,0.0
1725897143.4061500,total_needed,0.0
1725897143.4061500,error,0
1725897143.4061500,control_signal,0.0
1725897145.72145269,total_needed,0.0
1725897145.72145269,error,0
1725897145.72145269,control_signal,0.0
1725897147.138146416,total_needed,0.0
1725897147.138146416,error,0
1725897147.138146416,control_signal,0.0
1725897149.202425013,total_needed,0.0
1725897149.202425013,error,0
1725897149.202425013,control_signal,0.0
1725897151.272175278,total_needed,0.0
1725897151.272175278,error,0
1725897151.272175278,control_signal,0.0
1725897153.337924297,total_needed,0.0
1725897153.337924297,error,0
1725897153.337924297,control_signal,0.0
1725897155.406550882,total_needed,0.0
1725897155.406550882,error,0
1725897155.406550882,control_signal,0.0
1725897157.470232434,total_needed,0.0
1725897157.470232434,error,0
1725897157.470232434,control_signal,0.0
1725897159.541326467,total_needed,0.0
1725897159.541326467,error,0
1725897159.541326467,control_signal,0.0
1725897161.608179424,total_needed,0.0
1725897161.608179424,error,0
1725897161.608179424,control_signal,0.0
1725897163.676577130,total_needed,0.0
1725897163.676577130,error,0
1725897163.676577130,control_signal,0.0
1725897165.745331897,total_needed,0.0
1725897165.745331897,error,0
1725897165.745331897,control_signal,0.0
1725897167.809906397,total_needed,0.0
1725897167.809906397,error,0
1725897167.809906397,control_signal,0.0
1725897169.877209834,total_needed,0.0
1725897169.877209834,error,0
1725897169.877209834,control_signal,0.0
1725897171.945263898,total_needed,0.0
1725897171.945263898,error,0
1725897171.945263898,control_signal,0.0
1725897174.7788584,total_needed,0.0
1725897174.7788584,error,0
1725897174.7788584,control_signal,0.0
1725897176.75884880,total_needed,0.0
1725897176.75884880,error,0
1725897176.75884880,control_signal,0.0
1725897178.140878513,total_needed,0.0
1725897178.140878513,error,0
1725897178.140878513,control_signal,0.0
1725897180.206740875,total_needed,0.0
1725897180.206740875,error,0
1725897180.206740875,control_signal,0.0
1725897182.280920774,total_needed,0.0
1725897182.280920774,error,0
1725897182.280920774,control_signal,0.0
1725897184.367774989,total_needed,0.0
1725897184.367774989,error,0
1725897184.367774989,control_signal,0.0
1725897186.441979605,total_needed,0.0
1725897186.441979605,error,0
1725897186.441979605,control_signal,0.0
1725897188.529131510,total_needed,0.0
1725897188.529131510,error,0
1725897188.529131510,control_signal,0.0
1725897190.624806987,total_needed,0.0
1725897190.624806987,error,0
1725897190.624806987,control_signal,0.0
1725897192.718626941,total_needed,0.0
1725897192.718626941,error,11.0
1725897192.718626941,control_signal,16.5
1725897194.804399608,total_needed,0.0
1725897194.804399608,error,11.0
1725897194.804399608,control_signal,11.0
1725897196.883876692,total_needed,0.0
1725897196.883876692,error,20.0
1725897196.883876692,control_signal,24.5
1725897198.973741086,total_needed,0.0
1725897198.973741086,error,20.0
1725897198.973741086,control_signal,20.0
1725897201.66135071,total_needed,0.0
1725897201.66135071,error,20.0
1725897201.66135071,control_signal,20.0
1725897203.153308365,total_needed,0.0
1725897203.153308365,error,20.0
1725897203.153308365,control_signal,20.0
1725897205.235491022,total_needed,0.0
