time,sensor,value
1723496369.7978716,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,1.0
1723496369.8123422,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,2.0
1723496369.813279,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,3.0
1723496369.8138778,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,4.0
1723496370.1914794,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,5.0
1723496370.192041,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,6.0
1723496370.1929166,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,7.0
1723496370.1933045,5b66fc70-9728-44ab-b946-3797726df755.2.framesqueued,8.0
1723496383.8940156,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,1.0
1723496383.897962,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,2.0
1723496383.9104667,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,3.0
1723496383.9113243,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,4.0
1723496384.2919877,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,5.0
1723496384.2928767,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,6.0
1723496384.293507,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,7.0
1723496384.2939944,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,8.0
1723496384.294399,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,9.0
1723496384.2947783,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,10.0
1723496384.2951937,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,11.0
1723496384.295569,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,12.0
1723496384.295951,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,13.0
1723496384.2963223,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,14.0
1723496384.2967062,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,15.0
1723496384.2970836,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,16.0
1723496384.297461,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,17.0
1723496384.2978337,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,18.0
1723496384.2982197,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,19.0
1723496384.2985892,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,20.0
1723496384.2989876,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,21.0
1723496384.2993639,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,22.0
1723496384.2997448,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,23.0
1723496384.300128,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,24.0
1723496384.3005567,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,25.0
1723496384.3009434,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,26.0
1723496384.3012922,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,27.0
1723496384.3016303,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,28.0
1723496384.302132,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,29.0
1723496384.3025439,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,30.0
1723496384.3029366,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,31.0
1723496384.3033042,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,32.0
1723496384.3036637,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,33.0
1723496384.3040078,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,34.0
1723496384.304348,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,35.0
1723496384.3046894,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,36.0
1723496384.3050406,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,37.0
1723496384.3053904,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,38.0
1723496384.3057358,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,39.0
1723496384.3060791,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,40.0
1723496384.306419,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,41.0
1723496384.3067646,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,42.0
1723496384.3072624,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,43.0
1723496384.30762,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,44.0
1723496384.307984,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,45.0
1723496384.3083184,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,46.0
1723496384.3088129,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,47.0
1723496384.3091831,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,48.0
1723496384.3095322,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,49.0
1723496384.309875,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,50.0
1723496384.3101857,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,51.0
1723496384.310417,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,52.0
1723496384.310633,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,53.0
1723496384.3791828,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,54.0
1723496384.3798857,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,55.0
1723496384.3803203,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,56.0
1723496384.3807232,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,57.0
1723496384.3812146,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,58.0
1723496384.3816075,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,59.0
1723496384.3819983,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,60.0
1723496384.3824213,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,61.0
1723496384.3827963,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,62.0
1723496384.3832068,b6c59301-2401-41cd-a8b6-460ec982fbd6.2.framesqueued,63.0
