time,variable,value
1726726195.681554851,total_needed,65.0
1726726195.681554851,error,4189.0
1726726195.681554851,control_signal,4177.5
1726726195.681554851,consumer_spawned,13
1726726197.828968439,total_needed,70.0
1726726197.828968439,error,4405.0
1726726197.828968439,control_signal,4513.0
1726726197.828968439,consumer_spawned,15
1726726199.945853451,total_needed,64.0
1726726199.945853451,error,4201.0
1726726199.945853451,control_signal,4099.0
1726726199.945853451,consumer_spawned,17
1726726202.59755925,total_needed,62.0
1726726202.59755925,error,4051.0
1726726202.59755925,control_signal,3976.0
1726726202.59755925,consumer_spawned,21
1726726204.187872878,total_needed,56.0
1726726204.187872878,error,3762.0
1726726204.187872878,control_signal,3617.5
1726726204.187872878,consumer_spawned,29
1726726206.297717003,total_needed,49.0
1726726206.297717003,error,3362.0
1726726206.297717003,control_signal,3162.0
1726726206.297717003,consumer_spawned,29
1726726208.436809559,total_needed,56.0
1726726208.436809559,error,3521.0
1726726208.436809559,control_signal,3600.5
1726726208.436809559,consumer_spawned,29
1726726210.546577368,total_needed,44.0
1726726210.546577368,error,3065.0
1726726210.546577368,control_signal,2837.0
1726726210.546577368,consumer_spawned,30
1726726212.637072901,total_needed,38.0
1726726212.637072901,error,2646.0
1726726212.637072901,control_signal,2436.5
1726726212.637072901,consumer_spawned,29
1726726214.780211675,total_needed,32.0
1726726214.780211675,error,2256.0
1726726214.780211675,control_signal,2061.0
1726726214.780211675,consumer_spawned,28
1726726216.897012363,total_needed,25.0
1726726216.897012363,error,1826.0
1726726216.897012363,control_signal,1611.0
1726726216.897012363,consumer_spawned,28
1726726219.7228556,total_needed,20.0
1726726219.7228556,error,1504.0
1726726219.7228556,control_signal,1343.0
1726726219.7228556,consumer_spawned,25
1726726221.112741437,total_needed,17.0
1726726221.112741437,error,1266.0
1726726221.112741437,control_signal,1147.0
1726726221.112741437,consumer_spawned,20
1726726223.217771540,total_needed,16.0
1726726223.217771540,error,1141.0
1726726223.217771540,control_signal,1078.5
1726726223.217771540,consumer_spawned,17
1726726225.373029821,total_needed,15.0
1726726225.373029821,error,1055.0
1726726225.373029821,control_signal,1012.0
1726726225.373029821,consumer_spawned,16
1726726227.500306279,total_needed,14.0
1726726227.500306279,error,966.0
1726726227.500306279,control_signal,921.5
1726726227.500306279,consumer_spawned,15
1726726229.620837152,total_needed,13.0
1726726229.620837152,error,893.0
1726726229.620837152,control_signal,856.5
1726726229.620837152,consumer_spawned,14
1726726231.782237232,total_needed,11.0
1726726231.782237232,error,800.0
1726726231.782237232,control_signal,753.5
1726726231.782237232,consumer_spawned,13
1726726233.912142539,total_needed,11.0
1726726233.912142539,error,739.0
1726726233.912142539,control_signal,708.5
1726726233.912142539,consumer_spawned,11
1726726236.52943139,total_needed,9.0
1726726236.52943139,error,643.0
1726726236.52943139,control_signal,595.0
1726726236.52943139,consumer_spawned,11
1726726238.188869200,total_needed,7.0
1726726238.188869200,error,551.0
1726726238.188869200,control_signal,505.0
1726726238.188869200,consumer_spawned,9
1726726240.326741444,total_needed,4.0
1726726240.326741444,error,375.0
1726726240.326741444,control_signal,287.0
1726726240.326741444,consumer_spawned,7
1726726242.457273727,total_needed,2.0
1726726242.457273727,error,215.0
1726726242.457273727,control_signal,135.0
1726726242.457273727,consumer_spawned,4
1726726244.577651206,total_needed,-1.0
1726726244.577651206,error,63.0
1726726244.577651206,control_signal,-13.0
1726726244.577651206,consumer_spawned,2
1726726246.725647043,total_needed,-1.0
1726726246.725647043,error,0.0
1726726246.725647043,control_signal,-31.5
1726726246.725647043,consumer_spawned,2
1726726248.847618451,total_needed,0.0
1726726248.847618451,error,0.0
1726726248.847618451,control_signal,0.0
1726726248.847618451,consumer_spawned,2
1726726250.974740826,total_needed,0.0
1726726250.974740826,error,0.0
1726726250.974740826,control_signal,0.0
1726726250.974740826,consumer_spawned,2
