time,variable,value
1726726119.652643768,total_needed,0.0
1726726119.652643768,error,0
1726726119.652643768,control_signal,0.0
1726726119.652643768,consumer_spawned,0
1726726121.748454214,total_needed,0.0
1726726121.748454214,error,0
1726726121.748454214,control_signal,0.0
1726726121.748454214,consumer_spawned,0
1726726123.842344267,total_needed,0.0
1726726123.842344267,error,0
1726726123.842344267,control_signal,0.0
1726726123.842344267,consumer_spawned,0
1726726125.951250159,total_needed,0.0
1726726125.951250159,error,0
1726726125.951250159,control_signal,0.0
1726726125.951250159,consumer_spawned,0
1726726128.70038850,total_needed,0.0
1726726128.70038850,error,0
1726726128.70038850,control_signal,0.0
1726726128.70038850,consumer_spawned,0
1726726130.176366337,total_needed,0.0
1726726130.176366337,error,0
1726726130.176366337,control_signal,0.0
1726726130.176366337,consumer_spawned,0
1726726132.272695421,total_needed,0.0
1726726132.272695421,error,0
1726726132.272695421,control_signal,0.0
1726726132.272695421,consumer_spawned,0
1726726134.380761127,total_needed,0.0
1726726134.380761127,error,0
1726726134.380761127,control_signal,0.0
1726726134.380761127,consumer_spawned,0
1726726136.478167270,total_needed,0.0
1726726136.478167270,error,0
1726726136.478167270,control_signal,0.0
1726726136.478167270,consumer_spawned,0
1726726138.584757441,total_needed,0.0
1726726138.584757441,error,0
1726726138.584757441,control_signal,0.0
1726726138.584757441,consumer_spawned,0
1726726140.678034452,total_needed,0.0
1726726140.678034452,error,0
1726726140.678034452,control_signal,0.0
1726726140.678034452,consumer_spawned,0
1726726142.775466906,total_needed,0.0
1726726142.775466906,error,0
1726726142.775466906,control_signal,0.0
1726726142.775466906,consumer_spawned,0
1726726144.874192253,total_needed,0.0
1726726144.874192253,error,0
1726726144.874192253,control_signal,0.0
1726726144.874192253,consumer_spawned,0
1726726146.977106468,total_needed,0.0
1726726146.977106468,error,0
1726726146.977106468,control_signal,0.0
1726726146.977106468,consumer_spawned,0
1726726149.88786784,total_needed,0.0
1726726149.88786784,error,0
1726726149.88786784,control_signal,0.0
1726726149.88786784,consumer_spawned,0
1726726151.189108590,total_needed,0.0
1726726151.189108590,error,0
1726726151.189108590,control_signal,0.0
1726726151.189108590,consumer_spawned,0
1726726153.278916385,total_needed,0.0
1726726153.278916385,error,0
1726726153.278916385,control_signal,0.0
1726726153.278916385,consumer_spawned,0
1726726155.378672077,total_needed,0.0
1726726155.378672077,error,0
1726726155.378672077,control_signal,0.0
1726726155.378672077,consumer_spawned,0
1726726157.478912340,total_needed,0.0
1726726157.478912340,error,0
1726726157.478912340,control_signal,0.0
1726726157.478912340,consumer_spawned,1
1726726159.577790053,total_needed,0.0
1726726159.577790053,error,0
1726726159.577790053,control_signal,0.0
1726726159.577790053,consumer_spawned,1
1726726161.687426236,total_needed,0.0
1726726161.687426236,error,0
1726726161.687426236,control_signal,0.0
1726726161.687426236,consumer_spawned,1
1726726163.775791505,total_needed,0.0
1726726163.775791505,error,0
1726726163.775791505,control_signal,0.0
1726726163.775791505,consumer_spawned,1
1726726165.888473225,total_needed,0.0
1726726165.888473225,error,0
1726726165.888473225,control_signal,0.0
1726726165.888473225,consumer_spawned,1
1726726168.36268652,total_needed,0.0
1726726168.36268652,error,0
1726726168.36268652,control_signal,0.0
1726726168.36268652,consumer_spawned,1
1726726170.146652951,total_needed,0.0
1726726170.146652951,error,0
1726726170.146652951,control_signal,0.0
1726726170.146652951,consumer_spawned,1
1726726172.266033253,total_needed,0.0
1726726172.266033253,error,0
1726726172.266033253,control_signal,0.0
1726726172.266033253,consumer_spawned,1
1726726174.389038158,total_needed,0.0
1726726174.389038158,error,0
1726726174.389038158,control_signal,0.0
1726726174.389038158,consumer_spawned,1
1726726176.518053703,total_needed,0.0
1726726176.518053703,error,0
1726726176.518053703,control_signal,0.0
1726726176.518053703,consumer_spawned,1
1726726178.653747264,total_needed,0.0
1726726178.653747264,error,10.0
1726726178.653747264,control_signal,15.0
1726726178.653747264,consumer_spawned,0
1726726180.773403174,total_needed,7.0
1726726180.773403174,error,311.0
1726726180.773403174,control_signal,461.5
1726726180.773403174,consumer_spawned,1
1726726182.921632591,total_needed,22.0
1726726182.921632591,error,1062.0
1726726182.921632591,control_signal,1437.5
1726726182.921632591,consumer_spawned,6
1726726185.60927915,total_needed,56.0
1726726185.60927915,error,2774.0
1726726185.60927915,control_signal,3630.0
1726726185.60927915,consumer_spawned,8
1726726187.182922859,total_needed,66.0
1726726187.182922859,error,3753.0
1726726187.182922859,control_signal,4242.5
1726726187.182922859,consumer_spawned,11
1726726189.326133713,total_needed,71.0
1726726189.326133713,error,4281.0
1726726189.326133713,control_signal,4545.0
1726726189.326133713,consumer_spawned,11
1726726191.442847334,total_needed,71.0
1726726191.442847334,error,4496.0
1726726191.442847334,control_signal,4603.5
1726726191.442847334,consumer_spawned,15
1726726193.561327837,total_needed,63.0
1726726193.561327837,error,4212.0
1726726193.561327837,control_signal,4070.0
1726726193.561327837,consumer_spawned,15
