time,variable,value
1726727515.378601952,total_needed,81.0
1726727515.378601952,error,2676.0
1726727515.378601952,control_signal,5214.0
1726727515.378601952,consumer_spawned,6
1726727517.496734232,total_needed,86.0
1726727517.496734232,error,3826.0
1726727517.496734232,control_signal,5551.0
1726727517.496734232,consumer_spawned,11
1726727519.595627974,total_needed,78.0
1726727519.595627974,error,4303.0
1726727519.595627974,control_signal,5018.5
1726727519.595627974,consumer_spawned,16
1726727521.718740478,total_needed,56.0
1726727521.718740478,error,4025.0
1726727521.718740478,control_signal,3608.0
1726727521.718740478,consumer_spawned,16
1726727523.870036367,total_needed,51.0
1726727523.870036367,error,3731.0
1726727523.870036367,control_signal,3290.0
1726727523.870036367,consumer_spawned,16
1726727526.9616783,total_needed,50.0
1726727526.9616783,error,3538.0
1726727526.9616783,control_signal,3248.5
1726727526.9616783,consumer_spawned,16
1726727528.124366491,total_needed,44.0
1726727528.124366491,error,3252.0
1726727528.124366491,control_signal,2823.0
1726727528.124366491,consumer_spawned,20
1726727530.253446314,total_needed,43.0
1726727530.253446314,error,3057.0
1726727530.253446314,control_signal,2764.5
1726727530.253446314,consumer_spawned,25
1726727532.356433645,total_needed,50.0
1726727532.356433645,error,3122.0
1726727532.356433645,control_signal,3219.5
1726727532.356433645,consumer_spawned,33
1726727534.453877637,total_needed,41.0
1726727534.453877637,error,2945.0
1726727534.453877637,control_signal,2679.5
1726727534.453877637,consumer_spawned,32
1726727536.560741869,total_needed,30.0
1726727536.560741869,error,2537.0
1726727536.560741869,control_signal,1925.0
1726727536.560741869,consumer_spawned,34
1726727538.662575509,total_needed,14.0
1726727538.662575509,error,1905.0
1726727538.662575509,control_signal,957.0
1726727538.662575509,consumer_spawned,30
1726727540.794695516,total_needed,23.0
1726727540.794695516,error,1744.0
1726727540.794695516,control_signal,1502.5
1726727540.794695516,consumer_spawned,14
1726727542.916127327,total_needed,12.0
1726727542.916127327,error,1371.0
1726727542.916127327,control_signal,811.5
1726727542.916127327,consumer_spawned,16
1726727545.37287737,total_needed,14.0
1726727545.37287737,error,1206.0
1726727545.37287737,control_signal,958.5
1726727545.37287737,consumer_spawned,12
1726727547.152076383,total_needed,15.0
1726727547.152076383,error,1119.0
1726727547.152076383,control_signal,988.5
1726727547.152076383,consumer_spawned,14
1726727549.298839110,total_needed,13.0
1726727549.298839110,error,1019.0
1726727549.298839110,control_signal,869.0
1726727549.298839110,consumer_spawned,15
1726727551.401678921,total_needed,9.0
1726727551.401678921,error,854.0
1726727551.401678921,control_signal,606.5
1726727551.401678921,consumer_spawned,13
1726727553.544564191,total_needed,7.0
1726727553.544564191,error,706.0
1726727553.544564191,control_signal,484.0
1726727553.544564191,consumer_spawned,9
1726727555.674781958,total_needed,6.0
1726727555.674781958,error,602.0
1726727555.674781958,control_signal,446.0
1726727555.674781958,consumer_spawned,7
1726727557.809178316,total_needed,5.0
1726727557.809178316,error,502.0
1726727557.809178316,control_signal,352.0
1726727557.809178316,consumer_spawned,6
1726727559.961068189,total_needed,4.0
1726727559.961068189,error,405.0
1726727559.961068189,control_signal,259.5
1726727559.961068189,consumer_spawned,5
1726727562.105953869,total_needed,2.0
1726727562.105953869,error,297.0
1726727562.105953869,control_signal,135.0
1726727562.105953869,consumer_spawned,4
1726727564.248186324,total_needed,0.0
1726727564.248186324,error,200.0
1726727564.248186324,control_signal,54.5
1726727564.248186324,consumer_spawned,2
1726727566.378117216,total_needed,-1.0
1726727566.378117216,error,105.0
1726727566.378117216,control_signal,-37.5
1726727566.378117216,consumer_spawned,2
1726727568.516924873,total_needed,-3.0
1726727568.516924873,error,3.0
1726727568.516924873,control_signal,-150.0
1726727568.516924873,consumer_spawned,2
1726727570.638190456,total_needed,0.0
1726727570.638190456,error,3.0
1726727570.638190456,control_signal,3.0
1726727570.638190456,consumer_spawned,2
1726727572.764892945,total_needed,0.0
1726727572.764892945,error,3.0
1726727572.764892945,control_signal,3.0
1726727572.764892945,consumer_spawned,2
1726727574.894538933,total_needed,0.0
1726727574.894538933,error,3.0
1726727574.894538933,control_signal,3.0
1726727574.894538933,consumer_spawned,2
1726727577.30203910,total_needed,0.0
1726727577.30203910,error,3.0
1726727577.30203910,control_signal,3.0
1726727577.30203910,consumer_spawned,2
1726727579.156454011,total_needed,0.0
1726727579.156454011,error,3.0
1726727579.156454011,control_signal,3.0
1726727579.156454011,consumer_spawned,2
1726727581.268349276,total_needed,0.0
1726727581.268349276,error,3.0
1726727581.268349276,control_signal,3.0
1726727581.268349276,consumer_spawned,2
