time,variable,value
1725071634.653195543,total_needed,0.0
1725071634.653195543,error,0
1725071634.653195543,control_signal,0.0
1725071636.723193264,total_needed,0.0
1725071636.723193264,error,0
1725071636.723193264,control_signal,0.0
1725071638.795873081,total_needed,0.0
1725071638.795873081,error,0
1725071638.795873081,control_signal,0.0
1725071640.860844403,total_needed,0.0
1725071640.860844403,error,0
1725071640.860844403,control_signal,0.0
1725071642.928692113,total_needed,0.0
1725071642.928692113,error,0
1725071642.928692113,control_signal,0.0
1725071645.6015020,total_needed,0.0
1725071645.6015020,error,0
1725071645.6015020,control_signal,0.0
1725071647.83014506,total_needed,0.0
1725071647.83014506,error,0
1725071647.83014506,control_signal,0.0
1725071649.157636718,total_needed,0.0
1725071649.157636718,error,0
1725071649.157636718,control_signal,0.0
1725071651.234237492,total_needed,0.0
1725071651.234237492,error,0
1725071651.234237492,control_signal,0.0
1725071653.309987485,total_needed,0.0
1725071653.309987485,error,0
1725071653.309987485,control_signal,0.0
1725071655.391831455,total_needed,0.0
1725071655.391831455,error,13.0
1725071655.391831455,control_signal,26.0
1725071657.466615538,total_needed,0.0
1725071657.466615538,error,13.0
1725071657.466615538,control_signal,13.0
1725071659.546256939,total_needed,0.0
1725071659.546256939,error,22.0
1725071659.546256939,control_signal,31.0
1725071661.625603797,total_needed,0.0
1725071661.625603797,error,22.0
1725071661.625603797,control_signal,22.0
1725071663.711480971,total_needed,0.0
1725071663.711480971,error,22.0
1725071663.711480971,control_signal,22.0
1725071665.787875225,total_needed,0.0
1725071665.787875225,error,22.0
1725071665.787875225,control_signal,22.0
1725071667.863035654,total_needed,0.0
1725071667.863035654,error,22.0
1725071667.863035654,control_signal,22.0
1725071669.936682026,total_needed,0.0
1725071669.936682026,error,22.0
1725071669.936682026,control_signal,22.0
1725071672.19889954,total_needed,0.0
1725071672.19889954,error,15.0
1725071672.19889954,control_signal,8.0
1725071674.94721545,total_needed,24.0
1725071674.94721545,error,786.0
1725071674.94721545,control_signal,1557.0
1725071676.162377646,total_needed,40.0
1725071676.162377646,error,1692.0
1725071676.162377646,control_signal,2598.0
1725071678.255260886,total_needed,72.0
1725071678.255260886,error,3155.0
1725071678.255260886,control_signal,4618.0
1725071680.326426981,total_needed,81.0
1725071680.326426981,error,4176.0
1725071680.326426981,control_signal,5197.0
1725071682.419398932,total_needed,109.0
1725071682.419398932,error,5588.0
1725071682.419398932,control_signal,7000.0
1725071684.504165051,total_needed,69.0
1725071684.504165051,error,5019.0
1725071684.504165051,control_signal,4450.0
1725071686.603113844,total_needed,131.0
1725071686.603113844,error,6728.0
1725071686.603113844,control_signal,8437.0
1725071688.687909275,total_needed,155.0
1725071688.687909275,error,8340.0
1725071688.687909275,control_signal,9952.0
1725071690.767852069,total_needed,166.0
1725071690.767852069,error,9497.0
1725071690.767852069,control_signal,10654.0
1725071692.838036367,total_needed,191.0
1725071692.838036367,error,10864.0
1725071692.838036367,control_signal,12231.0
1725071694.943069642,total_needed,145.0
1725071694.943069642,error,10074.0
1725071694.943069642,control_signal,9284.0
1725071697.18829801,total_needed,184.0
1725071697.18829801,error,10933.0
1725071697.18829801,control_signal,11792.0
1725071699.105461497,total_needed,216.0
1725071699.105461497,error,12402.0
1725071699.105461497,control_signal,13871.0
1725071701.194682445,total_needed,239.0
1725071701.194682445,error,13870.0
1725071701.194682445,control_signal,15338.0
1725071703.295176438,total_needed,269.0
1725071703.295176438,error,15547.0
1725071703.295176438,control_signal,17224.0
1725071705.385510922,total_needed,291.0
1725071705.385510922,error,17086.0
1725071705.385510922,control_signal,18625.0
1725071707.464123332,total_needed,308.0
1725071707.464123332,error,18409.0
1725071707.464123332,control_signal,19732.0
1725071709.565819722,total_needed,333.0
1725071709.565819722,error,19885.0
1725071709.565819722,control_signal,21361.0
1725071711.666366474,total_needed,310.0
1725071711.666366474,error,19882.0
1725071711.666366474,control_signal,19879.0
1725071713.775647480,total_needed,362.0
1725071713.775647480,error,21544.0
1725071713.775647480,control_signal,23206.0
1725071715.879803838,total_needed,375.0
1725071715.879803838,error,22782.0
1725071715.879803838,control_signal,24020.0
1725071717.969340223,total_needed,333.0
1725071717.969340223,error,22073.0
1725071717.969340223,control_signal,21364.0
1725071720.86169997,total_needed,321.0
1725071720.86169997,error,21335.0
1725071720.86169997,control_signal,20597.0
1725071722.182155057,total_needed,309.0
1725071722.182155057,error,20575.0
1725071722.182155057,control_signal,19815.0
1725071724.274603875,total_needed,299.0
1725071724.274603875,error,19860.0
1725071724.274603875,control_signal,19145.0
1725071726.358021562,total_needed,288.0
1725071726.358021562,error,19175.0
1725071726.358021562,control_signal,18490.0
1725071728.443915427,total_needed,277.0
1725071728.443915427,error,18455.0
1725071728.443915427,control_signal,17735.0
