time,variable,value
1725070974.530755367,total_needed,0.0
1725070974.530755367,error,0
1725070974.530755367,control_signal,0.0
1725070976.602465588,total_needed,0.0
1725070976.602465588,error,0
1725070976.602465588,control_signal,0.0
1725070978.671845443,total_needed,0.0
1725070978.671845443,error,0
1725070978.671845443,control_signal,0.0
1725070980.738483617,total_needed,0.0
1725070980.738483617,error,0
1725070980.738483617,control_signal,0.0
1725070982.807838602,total_needed,0.0
1725070982.807838602,error,0
1725070982.807838602,control_signal,0.0
1725070984.871320409,total_needed,0.0
1725070984.871320409,error,0
1725070984.871320409,control_signal,0.0
1725070986.939785448,total_needed,0.0
1725070986.939785448,error,0
1725070986.939785448,control_signal,0.0
1725070989.13131301,total_needed,0.0
1725070989.13131301,error,0
1725070989.13131301,control_signal,0.0
1725070991.82349416,total_needed,0.0
1725070991.82349416,error,0
1725070991.82349416,control_signal,0.0
1725070993.153643190,total_needed,0.0
1725070993.153643190,error,0
1725070993.153643190,control_signal,0.0
1725070995.241139586,total_needed,0.0
1725070995.241139586,error,0
1725070995.241139586,control_signal,0.0
1725070997.306169860,total_needed,0.0
1725070997.306169860,error,0
1725070997.306169860,control_signal,0.0
1725070999.371003938,total_needed,0.0
1725070999.371003938,error,0
1725070999.371003938,control_signal,0.0
1725071001.438514900,total_needed,0.0
1725071001.438514900,error,0
1725071001.438514900,control_signal,0.0
1725071003.508313789,total_needed,0.0
1725071003.508313789,error,0
1725071003.508313789,control_signal,0.0
1725071005.575943831,total_needed,0.0
1725071005.575943831,error,0
1725071005.575943831,control_signal,0.0
1725071007.643507372,total_needed,0.0
1725071007.643507372,error,0
1725071007.643507372,control_signal,0.0
1725071009.710798109,total_needed,0.0
1725071009.710798109,error,0
1725071009.710798109,control_signal,0.0
1725071011.779865100,total_needed,0.0
1725071011.779865100,error,0
1725071011.779865100,control_signal,0.0
1725071013.837282698,total_needed,0.0
1725071013.837282698,error,0
1725071013.837282698,control_signal,0.0
1725071015.902113205,total_needed,0.0
1725071015.902113205,error,0
1725071015.902113205,control_signal,0.0
1725071017.974543540,total_needed,0.0
1725071017.974543540,error,0
1725071017.974543540,control_signal,0.0
1725071020.51908145,total_needed,0.0
1725071020.51908145,error,0
1725071020.51908145,control_signal,0.0
1725071022.139889040,total_needed,0.0
1725071022.139889040,error,0
1725071022.139889040,control_signal,0.0
1725071024.219166897,total_needed,0.0
1725071024.219166897,error,0
1725071024.219166897,control_signal,0.0
1725071026.302687855,total_needed,0.0
1725071026.302687855,error,0
1725071026.302687855,control_signal,0.0
1725071028.386531643,total_needed,0.0
1725071028.386531643,error,10.0
1725071028.386531643,control_signal,25.0
1725071030.474422063,total_needed,0.0
1725071030.474422063,error,10.0
1725071030.474422063,control_signal,10.0
1725071032.567398139,total_needed,23.0
1725071032.567398139,error,603.0
1725071032.567398139,control_signal,1492.5
1725071034.651890423,total_needed,44.0
1725071034.651890423,error,1495.0
1725071034.651890423,control_signal,2833.0
1725071036.749524952,total_needed,85.0
1725071036.749524952,error,3090.0
1725071036.749524952,control_signal,5482.5
1725071038.825479391,total_needed,88.0
1725071038.825479391,error,4128.0
1725071038.825479391,control_signal,5685.0
1725071040.907952836,total_needed,64.0
1725071040.907952836,error,4137.0
1725071040.907952836,control_signal,4150.5
1725071042.989217798,total_needed,73.0
1725071042.989217798,error,4365.0
1725071042.989217798,control_signal,4707.0
1725071045.82596127,total_needed,83.0
1725071045.82596127,error,4766.0
1725071045.82596127,control_signal,5367.5
1725071047.170514573,total_needed,89.0
1725071047.170514573,error,5143.0
1725071047.170514573,control_signal,5708.5
1725071049.271822113,total_needed,73.0
1725071049.271822113,error,4975.0
1725071049.271822113,control_signal,4723.0
1725071051.353703139,total_needed,65.0
1725071051.353703139,error,4667.0
1725071051.353703139,control_signal,4205.0
1725071053.417494697,total_needed,56.0
1725071053.417494697,error,4235.0
1725071053.417494697,control_signal,3587.0
1725071055.497796622,total_needed,41.0
1725071055.497796622,error,3591.0
1725071055.497796622,control_signal,2625.0
1725071057.566411098,total_needed,41.0
1725071057.566411098,error,3226.0
1725071057.566411098,control_signal,2678.5
1725071059.657638834,total_needed,26.0
1725071059.657638834,error,2606.0
1725071059.657638834,control_signal,1676.0
1725071061.759390217,total_needed,33.0
1725071061.759390217,error,2414.0
1725071061.759390217,control_signal,2126.0
1725071063.847915030,total_needed,19.0
1725071063.847915030,error,1941.0
1725071063.847915030,control_signal,1231.5
1725071065.942817740,total_needed,22.0
1725071065.942817740,error,1752.0
1725071065.942817740,control_signal,1468.5
1725071068.27186430,total_needed,21.0
1725071068.27186430,error,1601.0
1725071068.27186430,control_signal,1374.5
1725071070.110300594,total_needed,19.0
1725071070.110300594,error,1462.0
1725071070.110300594,control_signal,1253.5
1725071072.203252695,total_needed,19.0
1725071072.203252695,error,1383.0
1725071072.203252695,control_signal,1264.5
1725071074.289027386,total_needed,17.0
1725071074.289027386,error,1287.0
1725071074.289027386,control_signal,1143.0
1725071076.349722203,total_needed,17.0
1725071076.349722203,error,1208.0
1725071076.349722203,control_signal,1089.5
1725071078.422914095,total_needed,16.0
1725071078.422914095,error,1142.0
1725071078.422914095,control_signal,1043.0
1725071080.502495252,total_needed,14.0
1725071080.502495252,error,1066.0
1725071080.502495252,control_signal,952.0
1725071082.613521900,total_needed,14.0
1725071082.613521900,error,1007.0
1725071082.613521900,control_signal,918.5
1725071084.685282253,total_needed,13.0
1725071084.685282253,error,940.0
1725071084.685282253,control_signal,839.5
1725071086.782660022,total_needed,11.0
1725071086.782660022,error,867.0
1725071086.782660022,control_signal,757.5
1725071088.849536903,total_needed,9.0
1725071088.849536903,error,754.0
1725071088.849536903,control_signal,584.5
1725071090.957796152,total_needed,5.0
1725071090.957796152,error,586.0
1725071090.957796152,control_signal,334.0
