time,variable,value
1725071093.38949762,total_needed,3.0
1725071093.38949762,error,434.0
1725071093.38949762,control_signal,206.0
1725071095.131331908,total_needed,0.0
1725071095.131331908,error,274.0
1725071095.131331908,control_signal,34.0
1725071097.225840734,total_needed,-3.0
1725071097.225840734,error,106.0
1725071097.225840734,control_signal,-146.0
1725071099.314971859,total_needed,-3.0
1725071099.314971859,error,0.0
1725071099.314971859,control_signal,-159.0
1725071101.408578031,total_needed,0.0
1725071101.408578031,error,0.0
1725071101.408578031,control_signal,0.0
